county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"Holton Township, Precinct 1",Attorney General,,Dana Nessel,DEM,195,187,382
Muskegon,"Holton Township, Precinct 1",Attorney General,,Matthew DePerno,REP,475,146,621
Muskegon,"Holton Township, Precinct 1",Attorney General,,"Joseph W. McHugh, Jr.",LIB,15,3,18
Muskegon,"Holton Township, Precinct 1",Attorney General,,Gerald T. Van Sickle,UST,12,2,14
Muskegon,"Holton Township, Precinct 1",Attorney General,,Cast Votes,,697,338,1035
Muskegon,"Holton Township, Precinct 1",Attorney General,,Overvotes,,0,0,0
Muskegon,"Holton Township, Precinct 1",Attorney General,,Unresolved,,0,0,0
Muskegon,"Holton Township, Precinct 1",U.S. House,2,,,,,
Muskegon,"Holton Township, Precinct 1",U.S. House,2,Jerry Hilliard,DEM,168,165,333
Muskegon,"Holton Township, Precinct 1",U.S. House,2,John Moolenaar,REP,513,168,681
Muskegon,"Holton Township, Precinct 1",U.S. House,2,Nathan Hewer,LIB,6,6,12
Muskegon,"Holton Township, Precinct 1",U.S. House,2,Cast Votes,,687,339,1026
Muskegon,"Holton Township, Precinct 1",U.S. House,2,Overvotes,,0,1,1
Muskegon,"Holton Township, Precinct 1",U.S. House,2,Unresolved,,0,0,0
Muskegon,"Holton Township, Precinct 1",State Senate,32,,,,,
Muskegon,"Holton Township, Precinct 1",State Senate,32,Terry J. Sabo,DEM,169,167,336
Muskegon,"Holton Township, Precinct 1",State Senate,32,Jon C. Bumstead,REP,523,175,698
Muskegon,"Holton Township, Precinct 1",State Senate,32,Cast Votes,,692,342,1034
Muskegon,"Holton Township, Precinct 1",State Senate,32,Overvotes,,1,0,1
Muskegon,"Holton Township, Precinct 1",State Senate,32,Unresolved,,0,0,0
Muskegon,"Holton Township, Precinct 1",State House,102,,,,,
Muskegon,"Holton Township, Precinct 1",State House,102,Brian Hosticka,DEM,178,169,347
Muskegon,"Holton Township, Precinct 1",State House,102,Curt VanderWall,REP,507,170,677
Muskegon,"Holton Township, Precinct 1",State House,102,Cast Votes,,685,339,1024
Muskegon,"Holton Township, Precinct 1",State House,102,Overvotes,,0,0,0
Muskegon,"Holton Township, Precinct 1",State House,102,Unresolved,,0,0,0
