county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"City of Muskegon, Precinct 12",Attorney General,,Dana Nessel,DEM,384,331,715
Muskegon,"City of Muskegon, Precinct 12",Attorney General,,Matthew DePerno,REP,262,87,349
Muskegon,"City of Muskegon, Precinct 12",Attorney General,,"Joseph W. McHugh, Jr.",LIB,26,4,30
Muskegon,"City of Muskegon, Precinct 12",Attorney General,,Gerald T. Van Sickle,UST,6,3,9
Muskegon,"City of Muskegon, Precinct 12",Attorney General,,Cast Votes,,678,425,1103
Muskegon,"City of Muskegon, Precinct 12",Attorney General,,Overvotes,,0,0,0
Muskegon,"City of Muskegon, Precinct 12",Attorney General,,Unresolved,,0,0,0
Muskegon,"City of Muskegon, Precinct 12",U.S. House,3,,,,,
Muskegon,"City of Muskegon, Precinct 12",U.S. House,3,Hillary Scholten,DEM,385,330,715
Muskegon,"City of Muskegon, Precinct 12",U.S. House,3,John Gibbs,REP,270,80,350
Muskegon,"City of Muskegon, Precinct 12",U.S. House,3,Jamie Lewis,LIB,20,5,25
Muskegon,"City of Muskegon, Precinct 12",U.S. House,3,Louis Palus,WC,9,10,19
Muskegon,"City of Muskegon, Precinct 12",U.S. House,3,Cast Votes,,684,425,1109
Muskegon,"City of Muskegon, Precinct 12",U.S. House,3,Overvotes,,0,0,0
Muskegon,"City of Muskegon, Precinct 12",U.S. House,3,Unresolved,,0,0,0
Muskegon,"City of Muskegon, Precinct 12",State Senate,32,,,,,
Muskegon,"City of Muskegon, Precinct 12",State Senate,32,Terry J. Sabo,DEM,392,324,716
Muskegon,"City of Muskegon, Precinct 12",State Senate,32,Jon C. Bumstead,REP,288,104,392
Muskegon,"City of Muskegon, Precinct 12",State Senate,32,Cast Votes,,680,428,1108
Muskegon,"City of Muskegon, Precinct 12",State Senate,32,Overvotes,,0,0,0
Muskegon,"City of Muskegon, Precinct 12",State Senate,32,Unresolved,,0,0,0
Muskegon,"City of Muskegon, Precinct 12",State House,87,,,,,
Muskegon,"City of Muskegon, Precinct 12",State House,87,Will Snyder,DEM,395,332,727
Muskegon,"City of Muskegon, Precinct 12",State House,87,Michael L. Haueisen,REP,265,88,353
Muskegon,"City of Muskegon, Precinct 12",State House,87,Cast Votes,,660,420,1080
Muskegon,"City of Muskegon, Precinct 12",State House,87,Overvotes,,0,0,0
Muskegon,"City of Muskegon, Precinct 12",State House,87,Unresolved,,0,0,0
