county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"Muskegon Charter Township, Precinct 6",Attorney General,,Dana Nessel,DEM,250,224,474
Muskegon,"Muskegon Charter Township, Precinct 6",Attorney General,,Matthew DePerno,REP,232,73,305
Muskegon,"Muskegon Charter Township, Precinct 6",Attorney General,,"Joseph W. McHugh, Jr.",LIB,22,1,23
Muskegon,"Muskegon Charter Township, Precinct 6",Attorney General,,Gerald T. Van Sickle,UST,11,3,14
Muskegon,"Muskegon Charter Township, Precinct 6",Attorney General,,Cast Votes,,515,301,816
Muskegon,"Muskegon Charter Township, Precinct 6",Attorney General,,Overvotes,,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 6",Attorney General,,Unresolved,,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 6",U.S. House,3,,,,,
Muskegon,"Muskegon Charter Township, Precinct 6",U.S. House,3,Hillary Scholten,DEM,246,223,469
Muskegon,"Muskegon Charter Township, Precinct 6",U.S. House,3,John Gibbs,REP,232,74,306
Muskegon,"Muskegon Charter Township, Precinct 6",U.S. House,3,Jamie Lewis,LIB,19,4,23
Muskegon,"Muskegon Charter Township, Precinct 6",U.S. House,3,Louis Palus,WC,13,4,17
Muskegon,"Muskegon Charter Township, Precinct 6",U.S. House,3,Cast Votes,,510,305,815
Muskegon,"Muskegon Charter Township, Precinct 6",U.S. House,3,Overvotes,,1,0,1
Muskegon,"Muskegon Charter Township, Precinct 6",U.S. House,3,Unresolved,,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 6",State Senate,32,,,,,
Muskegon,"Muskegon Charter Township, Precinct 6",State Senate,32,Terry J. Sabo,DEM,249,211,460
Muskegon,"Muskegon Charter Township, Precinct 6",State Senate,32,Jon C. Bumstead,REP,268,92,360
Muskegon,"Muskegon Charter Township, Precinct 6",State Senate,32,Cast Votes,,517,303,820
Muskegon,"Muskegon Charter Township, Precinct 6",State Senate,32,Overvotes,,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 6",State Senate,32,Unresolved,,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 6",State House,87,,,,,
Muskegon,"Muskegon Charter Township, Precinct 6",State House,87,Will Snyder,DEM,249,209,458
Muskegon,"Muskegon Charter Township, Precinct 6",State House,87,Michael L. Haueisen,REP,247,83,330
Muskegon,"Muskegon Charter Township, Precinct 6",State House,87,Cast Votes,,496,292,788
Muskegon,"Muskegon Charter Township, Precinct 6",State House,87,Overvotes,,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 6",State House,87,Unresolved,,0,0,0
