county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"Dalton Township, Precinct 2",Attorney General,,Dana Nessel,DEM,216,155,371
Muskegon,"Dalton Township, Precinct 2",Attorney General,,Matthew DePerno,REP,346,76,422
Muskegon,"Dalton Township, Precinct 2",Attorney General,,"Joseph W. McHugh, Jr.",LIB,10,2,12
Muskegon,"Dalton Township, Precinct 2",Attorney General,,Gerald T. Van Sickle,UST,11,0,11
Muskegon,"Dalton Township, Precinct 2",Attorney General,,Cast Votes,,583,233,816
Muskegon,"Dalton Township, Precinct 2",Attorney General,,Overvotes,,0,0,0
Muskegon,"Dalton Township, Precinct 2",Attorney General,,Unresolved,,0,0,0
Muskegon,"Dalton Township, Precinct 2",U.S. House,2,,,,,
Muskegon,"Dalton Township, Precinct 2",U.S. House,2,Jerry Hilliard,DEM,202,146,348
Muskegon,"Dalton Township, Precinct 2",U.S. House,2,John Moolenaar,REP,367,77,444
Muskegon,"Dalton Township, Precinct 2",U.S. House,2,Nathan Hewer,LIB,8,6,14
Muskegon,"Dalton Township, Precinct 2",U.S. House,2,Cast Votes,,577,229,806
Muskegon,"Dalton Township, Precinct 2",U.S. House,2,Overvotes,,1,0,1
Muskegon,"Dalton Township, Precinct 2",U.S. House,2,Unresolved,,0,0,0
Muskegon,"Dalton Township, Precinct 2",State Senate,32,,,,,
Muskegon,"Dalton Township, Precinct 2",State Senate,32,Terry J. Sabo,DEM,210,152,362
Muskegon,"Dalton Township, Precinct 2",State Senate,32,Jon C. Bumstead,REP,371,82,453
Muskegon,"Dalton Township, Precinct 2",State Senate,32,Cast Votes,,581,234,815
Muskegon,"Dalton Township, Precinct 2",State Senate,32,Overvotes,,0,0,0
Muskegon,"Dalton Township, Precinct 2",State Senate,32,Unresolved,,0,0,0
Muskegon,"Dalton Township, Precinct 2",State House,102,,,,,
Muskegon,"Dalton Township, Precinct 2",State House,102,Brian Hosticka,DEM,215,153,368
Muskegon,"Dalton Township, Precinct 2",State House,102,Curt VanderWall,REP,367,78,445
Muskegon,"Dalton Township, Precinct 2",State House,102,Cast Votes,,582,231,813
Muskegon,"Dalton Township, Precinct 2",State House,102,Overvotes,,0,0,0
Muskegon,"Dalton Township, Precinct 2",State House,102,Unresolved,,0,0,0
