county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"City of Muskegon, Precinct 1",Straight Party,,Democratic,DEM,145,187,332
Muskegon,"City of Muskegon, Precinct 1",Straight Party,,Republican,REP,42,38,80
Muskegon,"City of Muskegon, Precinct 1",Straight Party,,Libertarian,LIB,0,0,0
Muskegon,"City of Muskegon, Precinct 1",Straight Party,,U.S. Taxpayers,UST,1,2,3
Muskegon,"City of Muskegon, Precinct 1",Straight Party,,Working Class,WC,3,0,3
Muskegon,"City of Muskegon, Precinct 1",Straight Party,,Green,GRN,0,0,0
Muskegon,"City of Muskegon, Precinct 1",Straight Party,,Natural Law,NLP,0,0,0
Muskegon,"City of Muskegon, Precinct 1",Straight Party,,Cast Votes,,191,227,418
Muskegon,"City of Muskegon, Precinct 1",Straight Party,,Overvotes,,3,1,4
Muskegon,"City of Muskegon, Precinct 1",Straight Party,,Unresolved,,0,0,0
