county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"City of Muskegon, Precinct 3",Attorney General,,Dana Nessel,DEM,238,217,455
Muskegon,"City of Muskegon, Precinct 3",Attorney General,,Matthew DePerno,REP,92,23,115
Muskegon,"City of Muskegon, Precinct 3",Attorney General,,"Joseph W. McHugh, Jr.",LIB,9,2,11
Muskegon,"City of Muskegon, Precinct 3",Attorney General,,Gerald T. Van Sickle,UST,12,1,13
Muskegon,"City of Muskegon, Precinct 3",Attorney General,,Cast Votes,,351,243,594
Muskegon,"City of Muskegon, Precinct 3",Attorney General,,Overvotes,,0,0,0
Muskegon,"City of Muskegon, Precinct 3",Attorney General,,Unresolved,,0,0,0
Muskegon,"City of Muskegon, Precinct 3",U.S. House,3,,,,,
Muskegon,"City of Muskegon, Precinct 3",U.S. House,3,Hillary Scholten,DEM,237,216,453
Muskegon,"City of Muskegon, Precinct 3",U.S. House,3,John Gibbs,REP,97,22,119
Muskegon,"City of Muskegon, Precinct 3",U.S. House,3,Jamie Lewis,LIB,10,3,13
Muskegon,"City of Muskegon, Precinct 3",U.S. House,3,Louis Palus,WC,11,4,15
Muskegon,"City of Muskegon, Precinct 3",U.S. House,3,Cast Votes,,355,245,600
Muskegon,"City of Muskegon, Precinct 3",U.S. House,3,Overvotes,,0,0,0
Muskegon,"City of Muskegon, Precinct 3",U.S. House,3,Unresolved,,0,0,0
Muskegon,"City of Muskegon, Precinct 3",State Senate,32,,,,,
Muskegon,"City of Muskegon, Precinct 3",State Senate,32,Terry J. Sabo,DEM,235,210,445
Muskegon,"City of Muskegon, Precinct 3",State Senate,32,Jon C. Bumstead,REP,116,34,150
Muskegon,"City of Muskegon, Precinct 3",State Senate,32,Cast Votes,,351,244,595
Muskegon,"City of Muskegon, Precinct 3",State Senate,32,Overvotes,,0,0,0
Muskegon,"City of Muskegon, Precinct 3",State Senate,32,Unresolved,,0,0,0
Muskegon,"City of Muskegon, Precinct 3",State House,87,,,,,
Muskegon,"City of Muskegon, Precinct 3",State House,87,Will Snyder,DEM,235,212,447
Muskegon,"City of Muskegon, Precinct 3",State House,87,Michael L. Haueisen,REP,110,30,140
Muskegon,"City of Muskegon, Precinct 3",State House,87,Cast Votes,,345,242,587
Muskegon,"City of Muskegon, Precinct 3",State House,87,Overvotes,,0,0,0
Muskegon,"City of Muskegon, Precinct 3",State House,87,Unresolved,,0,0,0
