county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"Fruitport Charter Township, Precinct 3",Attorney General,,Dana Nessel,DEM,297,398,695
Muskegon,"Fruitport Charter Township, Precinct 3",Attorney General,,Matthew DePerno,REP,581,224,805
Muskegon,"Fruitport Charter Township, Precinct 3",Attorney General,,"Joseph W. McHugh, Jr.",LIB,18,5,23
Muskegon,"Fruitport Charter Township, Precinct 3",Attorney General,,Gerald T. Van Sickle,UST,12,7,19
Muskegon,"Fruitport Charter Township, Precinct 3",Attorney General,,Cast Votes,,908,634,1542
Muskegon,"Fruitport Charter Township, Precinct 3",Attorney General,,Overvotes,,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 3",Attorney General,,Unresolved,,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 3",U.S. House,3,,,,,
Muskegon,"Fruitport Charter Township, Precinct 3",U.S. House,3,Hillary Scholten,DEM,290,407,697
Muskegon,"Fruitport Charter Township, Precinct 3",U.S. House,3,John Gibbs,REP,589,216,805
Muskegon,"Fruitport Charter Township, Precinct 3",U.S. House,3,Jamie Lewis,LIB,14,12,26
Muskegon,"Fruitport Charter Township, Precinct 3",U.S. House,3,Louis Palus,WC,19,7,26
Muskegon,"Fruitport Charter Township, Precinct 3",U.S. House,3,Cast Votes,,912,642,1554
Muskegon,"Fruitport Charter Township, Precinct 3",U.S. House,3,Overvotes,,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 3",U.S. House,3,Unresolved,,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 3",State Senate,32,,,,,
Muskegon,"Fruitport Charter Township, Precinct 3",State Senate,32,Terry J. Sabo,DEM,271,374,645
Muskegon,"Fruitport Charter Township, Precinct 3",State Senate,32,Jon C. Bumstead,REP,635,269,904
Muskegon,"Fruitport Charter Township, Precinct 3",State Senate,32,Cast Votes,,906,643,1549
Muskegon,"Fruitport Charter Township, Precinct 3",State Senate,32,Overvotes,,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 3",State Senate,32,Unresolved,,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 3",State House,89,,,,,
Muskegon,"Fruitport Charter Township, Precinct 3",State House,89,Sharon McConnon,DEM,251,359,610
Muskegon,"Fruitport Charter Township, Precinct 3",State House,89,Luke Meerman,REP,629,262,891
Muskegon,"Fruitport Charter Township, Precinct 3",State House,89,Cast Votes,,880,621,1501
Muskegon,"Fruitport Charter Township, Precinct 3",State House,89,Overvotes,,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 3",State House,89,Unresolved,,0,0,0
