county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"Whitehall Township, Precinct 1",Attorney General,,Dana Nessel,DEM,430,0,430
Muskegon,"Whitehall Township, Precinct 1",Attorney General,,Matthew DePerno,REP,419,0,419
Muskegon,"Whitehall Township, Precinct 1",Attorney General,,"Joseph W. McHugh, Jr.",LIB,18,0,18
Muskegon,"Whitehall Township, Precinct 1",Attorney General,,Gerald T. Van Sickle,UST,8,0,8
Muskegon,"Whitehall Township, Precinct 1",Attorney General,,Cast Votes,,875,0,875
Muskegon,"Whitehall Township, Precinct 1",Attorney General,,Overvotes,,0,0,0
Muskegon,"Whitehall Township, Precinct 1",Attorney General,,Unresolved,,0,0,0
Muskegon,"Whitehall Township, Precinct 1",U.S. House,2,,,,,
Muskegon,"Whitehall Township, Precinct 1",U.S. House,2,Jerry Hilliard,DEM,381,0,381
Muskegon,"Whitehall Township, Precinct 1",U.S. House,2,John Moolenaar,REP,471,0,471
Muskegon,"Whitehall Township, Precinct 1",U.S. House,2,Nathan Hewer,LIB,14,0,14
Muskegon,"Whitehall Township, Precinct 1",U.S. House,2,Cast Votes,,866,0,866
Muskegon,"Whitehall Township, Precinct 1",U.S. House,2,Overvotes,,0,0,0
Muskegon,"Whitehall Township, Precinct 1",U.S. House,2,Unresolved,,0,0,0
Muskegon,"Whitehall Township, Precinct 1",State Senate,32,,,,,
Muskegon,"Whitehall Township, Precinct 1",State Senate,32,Terry J. Sabo,DEM,405,0,405
Muskegon,"Whitehall Township, Precinct 1",State Senate,32,Jon C. Bumstead,REP,475,0,475
Muskegon,"Whitehall Township, Precinct 1",State Senate,32,Cast Votes,,880,0,880
Muskegon,"Whitehall Township, Precinct 1",State Senate,32,Overvotes,,0,0,0
Muskegon,"Whitehall Township, Precinct 1",State Senate,32,Unresolved,,0,0,0
Muskegon,"Whitehall Township, Precinct 1",State House,102,,,,,
Muskegon,"Whitehall Township, Precinct 1",State House,102,Brian Hosticka,DEM,409,0,409
Muskegon,"Whitehall Township, Precinct 1",State House,102,Curt VanderWall,REP,461,0,461
Muskegon,"Whitehall Township, Precinct 1",State House,102,Cast Votes,,870,0,870
Muskegon,"Whitehall Township, Precinct 1",State House,102,Overvotes,,0,0,0
Muskegon,"Whitehall Township, Precinct 1",State House,102,Unresolved,,0,0,0
