county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"Dalton Township, Precinct 2",Governor,,Gretchen Whitmer,DEM,233,163,396
Muskegon,"Dalton Township, Precinct 2",Governor,,Tudor M. Dixon,REP,356,73,429
Muskegon,"Dalton Township, Precinct 2",Governor,,Mary Buzuma,LIB,4,1,5
Muskegon,"Dalton Township, Precinct 2",Governor,,Donna Brandenburg,UST,2,0,2
Muskegon,"Dalton Township, Precinct 2",Governor,,Kevin Hogan,GRN,6,0,6
Muskegon,"Dalton Township, Precinct 2",Governor,,Daryl M. Simpson,NLP,3,1,4
Muskegon,"Dalton Township, Precinct 2",Governor,,Bob Scott (W),,0,0,0
Muskegon,"Dalton Township, Precinct 2",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Muskegon,"Dalton Township, Precinct 2",Governor,,Ervin Joseph Lamie (W),,0,0,0
Muskegon,"Dalton Township, Precinct 2",Governor,,Eugene Rosell Hunt Jr (W),,0,0,0
Muskegon,"Dalton Township, Precinct 2",Governor,,Evan S Space (W),,0,0,0
Muskegon,"Dalton Township, Precinct 2",Governor,,Joseph Irving (W),,0,0,0
Muskegon,"Dalton Township, Precinct 2",Governor,,Joseph Michael Hunt (W),,0,0,0
Muskegon,"Dalton Township, Precinct 2",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Muskegon,"Dalton Township, Precinct 2",Governor,,Justi Paul Blackburn (W),,0,0,0
Muskegon,"Dalton Township, Precinct 2",Governor,,Michael David Kelly (W),,0,0,0
Muskegon,"Dalton Township, Precinct 2",Governor,,Michael Ray Deck (W),,0,0,0
Muskegon,"Dalton Township, Precinct 2",Governor,,Cast Votes,,604,238,842
Muskegon,"Dalton Township, Precinct 2",Governor,,Overvotes,,1,0,1
Muskegon,"Dalton Township, Precinct 2",Governor,,Unresolved,,0,0,0
Muskegon,"Dalton Township, Precinct 2",Secretary of State,,,,,,
Muskegon,"Dalton Township, Precinct 2",Secretary of State,,Jocelyn Benson,DEM,241,168,409
Muskegon,"Dalton Township, Precinct 2",Secretary of State,,Kristina Elaine Karamo,REP,332,64,396
Muskegon,"Dalton Township, Precinct 2",Secretary of State,,Gregory Scott Stempfle,LIB,5,1,6
Muskegon,"Dalton Township, Precinct 2",Secretary of State,,Christine C. Schwartz,UST,7,2,9
Muskegon,"Dalton Township, Precinct 2",Secretary of State,,"Larry James Hutchinson, Jr.",GRN,6,2,8
Muskegon,"Dalton Township, Precinct 2",Secretary of State,,Cast Votes,,591,237,828
Muskegon,"Dalton Township, Precinct 2",Secretary of State,,Overvotes,,0,0,0
Muskegon,"Dalton Township, Precinct 2",Secretary of State,,Unresolved,,0,0,0
