county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"City of Norton Shores, Precinct 2",Straight Party,,Democratic,DEM,145,260,405
Muskegon,"City of Norton Shores, Precinct 2",Straight Party,,Republican,REP,186,85,271
Muskegon,"City of Norton Shores, Precinct 2",Straight Party,,Libertarian,LIB,5,0,5
Muskegon,"City of Norton Shores, Precinct 2",Straight Party,,U.S. Taxpayers,UST,0,0,0
Muskegon,"City of Norton Shores, Precinct 2",Straight Party,,Working Class,WC,1,1,2
Muskegon,"City of Norton Shores, Precinct 2",Straight Party,,Green,GRN,1,0,1
Muskegon,"City of Norton Shores, Precinct 2",Straight Party,,Natural Law,NLP,0,0,0
Muskegon,"City of Norton Shores, Precinct 2",Straight Party,,Cast Votes,,338,346,684
Muskegon,"City of Norton Shores, Precinct 2",Straight Party,,Overvotes,,1,0,1
Muskegon,"City of Norton Shores, Precinct 2",Straight Party,,Unresolved,,0,0,0
