county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"City of Norton Shores, Precinct 5",Governor,,Gretchen Whitmer,DEM,288,436,724
Muskegon,"City of Norton Shores, Precinct 5",Governor,,Tudor M. Dixon,REP,411,251,662
Muskegon,"City of Norton Shores, Precinct 5",Governor,,Mary Buzuma,LIB,9,7,16
Muskegon,"City of Norton Shores, Precinct 5",Governor,,Donna Brandenburg,UST,4,1,5
Muskegon,"City of Norton Shores, Precinct 5",Governor,,Kevin Hogan,GRN,2,3,5
Muskegon,"City of Norton Shores, Precinct 5",Governor,,Daryl M. Simpson,NLP,0,2,2
Muskegon,"City of Norton Shores, Precinct 5",Governor,,Bob Scott (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Governor,,Ervin Joseph Lamie (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Governor,,Eugene Rosell Hunt Jr (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Governor,,Evan S Space (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Governor,,Joseph Irving (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Governor,,Joseph Michael Hunt (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Governor,,Justi Paul Blackburn (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Governor,,Michael David Kelly (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Governor,,Michael Ray Deck (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Governor,,Cast Votes,,714,700,1414
Muskegon,"City of Norton Shores, Precinct 5",Governor,,Overvotes,,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Governor,,Unresolved,,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Secretary of State,,,,,,
Muskegon,"City of Norton Shores, Precinct 5",Secretary of State,,Jocelyn Benson,DEM,296,465,761
Muskegon,"City of Norton Shores, Precinct 5",Secretary of State,,Kristina Elaine Karamo,REP,378,223,601
Muskegon,"City of Norton Shores, Precinct 5",Secretary of State,,Gregory Scott Stempfle,LIB,23,7,30
Muskegon,"City of Norton Shores, Precinct 5",Secretary of State,,Christine C. Schwartz,UST,3,1,4
Muskegon,"City of Norton Shores, Precinct 5",Secretary of State,,"Larry James Hutchinson, Jr.",GRN,4,1,5
Muskegon,"City of Norton Shores, Precinct 5",Secretary of State,,Cast Votes,,704,697,1401
Muskegon,"City of Norton Shores, Precinct 5",Secretary of State,,Overvotes,,0,0,0
Muskegon,"City of Norton Shores, Precinct 5",Secretary of State,,Unresolved,,0,0,0
