county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"City of Muskegon, Precinct 9",Attorney General,,Dana Nessel,DEM,309,236,545
Muskegon,"City of Muskegon, Precinct 9",Attorney General,,Matthew DePerno,REP,75,35,110
Muskegon,"City of Muskegon, Precinct 9",Attorney General,,"Joseph W. McHugh, Jr.",LIB,10,4,14
Muskegon,"City of Muskegon, Precinct 9",Attorney General,,Gerald T. Van Sickle,UST,5,6,11
Muskegon,"City of Muskegon, Precinct 9",Attorney General,,Cast Votes,,399,281,680
Muskegon,"City of Muskegon, Precinct 9",Attorney General,,Overvotes,,0,0,0
Muskegon,"City of Muskegon, Precinct 9",Attorney General,,Unresolved,,0,0,0
Muskegon,"City of Muskegon, Precinct 9",U.S. House,3,,,,,
Muskegon,"City of Muskegon, Precinct 9",U.S. House,3,Hillary Scholten,DEM,310,232,542
Muskegon,"City of Muskegon, Precinct 9",U.S. House,3,John Gibbs,REP,72,35,107
Muskegon,"City of Muskegon, Precinct 9",U.S. House,3,Jamie Lewis,LIB,9,6,15
Muskegon,"City of Muskegon, Precinct 9",U.S. House,3,Louis Palus,WC,12,15,27
Muskegon,"City of Muskegon, Precinct 9",U.S. House,3,Cast Votes,,403,288,691
Muskegon,"City of Muskegon, Precinct 9",U.S. House,3,Overvotes,,0,0,0
Muskegon,"City of Muskegon, Precinct 9",U.S. House,3,Unresolved,,0,0,0
Muskegon,"City of Muskegon, Precinct 9",State Senate,32,,,,,
Muskegon,"City of Muskegon, Precinct 9",State Senate,32,Terry J. Sabo,DEM,316,244,560
Muskegon,"City of Muskegon, Precinct 9",State Senate,32,Jon C. Bumstead,REP,79,42,121
Muskegon,"City of Muskegon, Precinct 9",State Senate,32,Cast Votes,,395,286,681
Muskegon,"City of Muskegon, Precinct 9",State Senate,32,Overvotes,,0,0,0
Muskegon,"City of Muskegon, Precinct 9",State Senate,32,Unresolved,,0,0,0
Muskegon,"City of Muskegon, Precinct 9",State House,87,,,,,
Muskegon,"City of Muskegon, Precinct 9",State House,87,Will Snyder,DEM,313,241,554
Muskegon,"City of Muskegon, Precinct 9",State House,87,Michael L. Haueisen,REP,79,42,121
Muskegon,"City of Muskegon, Precinct 9",State House,87,Cast Votes,,392,283,675
Muskegon,"City of Muskegon, Precinct 9",State House,87,Overvotes,,0,0,0
Muskegon,"City of Muskegon, Precinct 9",State House,87,Unresolved,,0,0,0
