county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"City of Norton Shores, Precinct 2",Governor,,Gretchen Whitmer,DEM,317,472,789
Muskegon,"City of Norton Shores, Precinct 2",Governor,,Tudor M. Dixon,REP,363,193,556
Muskegon,"City of Norton Shores, Precinct 2",Governor,,Mary Buzuma,LIB,13,6,19
Muskegon,"City of Norton Shores, Precinct 2",Governor,,Donna Brandenburg,UST,2,1,3
Muskegon,"City of Norton Shores, Precinct 2",Governor,,Kevin Hogan,GRN,3,1,4
Muskegon,"City of Norton Shores, Precinct 2",Governor,,Daryl M. Simpson,NLP,1,1,2
Muskegon,"City of Norton Shores, Precinct 2",Governor,,Bob Scott (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 2",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 2",Governor,,Ervin Joseph Lamie (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 2",Governor,,Eugene Rosell Hunt Jr (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 2",Governor,,Evan S Space (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 2",Governor,,Joseph Irving (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 2",Governor,,Joseph Michael Hunt (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 2",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 2",Governor,,Justi Paul Blackburn (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 2",Governor,,Michael David Kelly (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 2",Governor,,Michael Ray Deck (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 2",Governor,,Cast Votes,,699,674,1373
Muskegon,"City of Norton Shores, Precinct 2",Governor,,Overvotes,,0,1,1
Muskegon,"City of Norton Shores, Precinct 2",Governor,,Unresolved,,0,0,0
Muskegon,"City of Norton Shores, Precinct 2",Secretary of State,,,,,,
Muskegon,"City of Norton Shores, Precinct 2",Secretary of State,,Jocelyn Benson,DEM,325,483,808
Muskegon,"City of Norton Shores, Precinct 2",Secretary of State,,Kristina Elaine Karamo,REP,331,178,509
Muskegon,"City of Norton Shores, Precinct 2",Secretary of State,,Gregory Scott Stempfle,LIB,16,3,19
Muskegon,"City of Norton Shores, Precinct 2",Secretary of State,,Christine C. Schwartz,UST,4,1,5
Muskegon,"City of Norton Shores, Precinct 2",Secretary of State,,"Larry James Hutchinson, Jr.",GRN,7,2,9
Muskegon,"City of Norton Shores, Precinct 2",Secretary of State,,Cast Votes,,683,667,1350
Muskegon,"City of Norton Shores, Precinct 2",Secretary of State,,Overvotes,,0,0,0
Muskegon,"City of Norton Shores, Precinct 2",Secretary of State,,Unresolved,,0,0,0
