county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"City of Muskegon, Precinct 7",Straight Party,,Democratic,DEM,244,285,529
Muskegon,"City of Muskegon, Precinct 7",Straight Party,,Republican,REP,94,43,137
Muskegon,"City of Muskegon, Precinct 7",Straight Party,,Libertarian,LIB,2,1,3
Muskegon,"City of Muskegon, Precinct 7",Straight Party,,U.S. Taxpayers,UST,0,0,0
Muskegon,"City of Muskegon, Precinct 7",Straight Party,,Working Class,WC,2,1,3
Muskegon,"City of Muskegon, Precinct 7",Straight Party,,Green,GRN,2,1,3
Muskegon,"City of Muskegon, Precinct 7",Straight Party,,Natural Law,NLP,2,0,2
Muskegon,"City of Muskegon, Precinct 7",Straight Party,,Cast Votes,,346,331,677
Muskegon,"City of Muskegon, Precinct 7",Straight Party,,Overvotes,,1,0,1
Muskegon,"City of Muskegon, Precinct 7",Straight Party,,Unresolved,,0,0,0
