county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"Fruitport Charter Township, Precinct 5",Attorney General,,Dana Nessel,DEM,206,334,540
Muskegon,"Fruitport Charter Township, Precinct 5",Attorney General,,Matthew DePerno,REP,480,228,708
Muskegon,"Fruitport Charter Township, Precinct 5",Attorney General,,"Joseph W. McHugh, Jr.",LIB,17,6,23
Muskegon,"Fruitport Charter Township, Precinct 5",Attorney General,,Gerald T. Van Sickle,UST,10,3,13
Muskegon,"Fruitport Charter Township, Precinct 5",Attorney General,,Cast Votes,,713,571,1284
Muskegon,"Fruitport Charter Township, Precinct 5",Attorney General,,Overvotes,,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 5",Attorney General,,Unresolved,,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 5",U.S. House,3,,,,,
Muskegon,"Fruitport Charter Township, Precinct 5",U.S. House,3,Hillary Scholten,DEM,208,335,543
Muskegon,"Fruitport Charter Township, Precinct 5",U.S. House,3,John Gibbs,REP,492,228,720
Muskegon,"Fruitport Charter Township, Precinct 5",U.S. House,3,Jamie Lewis,LIB,13,9,22
Muskegon,"Fruitport Charter Township, Precinct 5",U.S. House,3,Louis Palus,WC,7,5,12
Muskegon,"Fruitport Charter Township, Precinct 5",U.S. House,3,Cast Votes,,720,577,1297
Muskegon,"Fruitport Charter Township, Precinct 5",U.S. House,3,Overvotes,,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 5",U.S. House,3,Unresolved,,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 5",State Senate,32,,,,,
Muskegon,"Fruitport Charter Township, Precinct 5",State Senate,32,Terry J. Sabo,DEM,181,307,488
Muskegon,"Fruitport Charter Township, Precinct 5",State Senate,32,Jon C. Bumstead,REP,533,264,797
Muskegon,"Fruitport Charter Township, Precinct 5",State Senate,32,Cast Votes,,714,571,1285
Muskegon,"Fruitport Charter Township, Precinct 5",State Senate,32,Overvotes,,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 5",State Senate,32,Unresolved,,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 5",State House,89,,,,,
Muskegon,"Fruitport Charter Township, Precinct 5",State House,89,Sharon McConnon,DEM,162,294,456
Muskegon,"Fruitport Charter Township, Precinct 5",State House,89,Luke Meerman,REP,535,253,788
Muskegon,"Fruitport Charter Township, Precinct 5",State House,89,Cast Votes,,697,547,1244
Muskegon,"Fruitport Charter Township, Precinct 5",State House,89,Overvotes,,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 5",State House,89,Unresolved,,0,0,0
