county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"City of Muskegon, Precinct 14",Governor,,Gretchen Whitmer,DEM,218,412,630
Muskegon,"City of Muskegon, Precinct 14",Governor,,Tudor M. Dixon,REP,199,161,360
Muskegon,"City of Muskegon, Precinct 14",Governor,,Mary Buzuma,LIB,1,2,3
Muskegon,"City of Muskegon, Precinct 14",Governor,,Donna Brandenburg,UST,0,2,2
Muskegon,"City of Muskegon, Precinct 14",Governor,,Kevin Hogan,GRN,2,1,3
Muskegon,"City of Muskegon, Precinct 14",Governor,,Daryl M. Simpson,NLP,0,0,0
Muskegon,"City of Muskegon, Precinct 14",Governor,,Bob Scott (W),,0,0,0
Muskegon,"City of Muskegon, Precinct 14",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Muskegon,"City of Muskegon, Precinct 14",Governor,,Ervin Joseph Lamie (W),,0,0,0
Muskegon,"City of Muskegon, Precinct 14",Governor,,Eugene Rosell Hunt Jr (W),,0,0,0
Muskegon,"City of Muskegon, Precinct 14",Governor,,Evan S Space (W),,0,0,0
Muskegon,"City of Muskegon, Precinct 14",Governor,,Joseph Irving (W),,0,0,0
Muskegon,"City of Muskegon, Precinct 14",Governor,,Joseph Michael Hunt (W),,0,0,0
Muskegon,"City of Muskegon, Precinct 14",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Muskegon,"City of Muskegon, Precinct 14",Governor,,Justi Paul Blackburn (W),,0,0,0
Muskegon,"City of Muskegon, Precinct 14",Governor,,Michael David Kelly (W),,0,0,0
Muskegon,"City of Muskegon, Precinct 14",Governor,,Michael Ray Deck (W),,0,0,0
Muskegon,"City of Muskegon, Precinct 14",Governor,,Cast Votes,,420,578,998
Muskegon,"City of Muskegon, Precinct 14",Governor,,Overvotes,,0,0,0
Muskegon,"City of Muskegon, Precinct 14",Governor,,Unresolved,,0,0,0
Muskegon,"City of Muskegon, Precinct 14",Secretary of State,,,,,,
Muskegon,"City of Muskegon, Precinct 14",Secretary of State,,Jocelyn Benson,DEM,246,441,687
Muskegon,"City of Muskegon, Precinct 14",Secretary of State,,Kristina Elaine Karamo,REP,170,135,305
Muskegon,"City of Muskegon, Precinct 14",Secretary of State,,Gregory Scott Stempfle,LIB,3,3,6
Muskegon,"City of Muskegon, Precinct 14",Secretary of State,,Christine C. Schwartz,UST,0,2,2
Muskegon,"City of Muskegon, Precinct 14",Secretary of State,,"Larry James Hutchinson, Jr.",GRN,1,0,1
Muskegon,"City of Muskegon, Precinct 14",Secretary of State,,Cast Votes,,420,581,1001
Muskegon,"City of Muskegon, Precinct 14",Secretary of State,,Overvotes,,0,0,0
Muskegon,"City of Muskegon, Precinct 14",Secretary of State,,Unresolved,,0,0,0
