county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"Whitehall Township, Precinct 1",Straight Party,,Democratic,DEM,214,0,214
Muskegon,"Whitehall Township, Precinct 1",Straight Party,,Republican,REP,232,0,232
Muskegon,"Whitehall Township, Precinct 1",Straight Party,,Libertarian,LIB,2,0,2
Muskegon,"Whitehall Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,1,0,1
Muskegon,"Whitehall Township, Precinct 1",Straight Party,,Working Class,WC,5,0,5
Muskegon,"Whitehall Township, Precinct 1",Straight Party,,Green,GRN,1,0,1
Muskegon,"Whitehall Township, Precinct 1",Straight Party,,Natural Law,NLP,1,0,1
Muskegon,"Whitehall Township, Precinct 1",Straight Party,,Cast Votes,,456,0,456
Muskegon,"Whitehall Township, Precinct 1",Straight Party,,Overvotes,,0,0,0
Muskegon,"Whitehall Township, Precinct 1",Straight Party,,Unresolved,,0,0,0
