county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"Muskegon Charter Township, Precinct 3",Governor,,Gretchen Whitmer,DEM,322,360,682
Muskegon,"Muskegon Charter Township, Precinct 3",Governor,,Tudor M. Dixon,REP,504,156,660
Muskegon,"Muskegon Charter Township, Precinct 3",Governor,,Mary Buzuma,LIB,8,3,11
Muskegon,"Muskegon Charter Township, Precinct 3",Governor,,Donna Brandenburg,UST,1,4,5
Muskegon,"Muskegon Charter Township, Precinct 3",Governor,,Kevin Hogan,GRN,2,1,3
Muskegon,"Muskegon Charter Township, Precinct 3",Governor,,Daryl M. Simpson,NLP,1,1,2
Muskegon,"Muskegon Charter Township, Precinct 3",Governor,,Bob Scott (W),,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Governor,,Ervin Joseph Lamie (W),,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Governor,,Eugene Rosell Hunt Jr (W),,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Governor,,Evan S Space (W),,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Governor,,Joseph Irving (W),,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Governor,,Joseph Michael Hunt (W),,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Governor,,Justi Paul Blackburn (W),,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Governor,,Michael David Kelly (W),,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Governor,,Michael Ray Deck (W),,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Governor,,Cast Votes,,838,525,1363
Muskegon,"Muskegon Charter Township, Precinct 3",Governor,,Overvotes,,0,1,1
Muskegon,"Muskegon Charter Township, Precinct 3",Governor,,Unresolved,,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Secretary of State,,,,,,
Muskegon,"Muskegon Charter Township, Precinct 3",Secretary of State,,Jocelyn Benson,DEM,344,386,730
Muskegon,"Muskegon Charter Township, Precinct 3",Secretary of State,,Kristina Elaine Karamo,REP,469,129,598
Muskegon,"Muskegon Charter Township, Precinct 3",Secretary of State,,Gregory Scott Stempfle,LIB,10,3,13
Muskegon,"Muskegon Charter Township, Precinct 3",Secretary of State,,Christine C. Schwartz,UST,3,3,6
Muskegon,"Muskegon Charter Township, Precinct 3",Secretary of State,,"Larry James Hutchinson, Jr.",GRN,1,2,3
Muskegon,"Muskegon Charter Township, Precinct 3",Secretary of State,,Cast Votes,,827,523,1350
Muskegon,"Muskegon Charter Township, Precinct 3",Secretary of State,,Overvotes,,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Secretary of State,,Unresolved,,0,0,0
