county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"City of Muskegon, Precinct 8",Straight Party,,Democratic,DEM,167,120,287
Muskegon,"City of Muskegon, Precinct 8",Straight Party,,Republican,REP,49,21,70
Muskegon,"City of Muskegon, Precinct 8",Straight Party,,Libertarian,LIB,0,0,0
Muskegon,"City of Muskegon, Precinct 8",Straight Party,,U.S. Taxpayers,UST,0,0,0
Muskegon,"City of Muskegon, Precinct 8",Straight Party,,Working Class,WC,2,0,2
Muskegon,"City of Muskegon, Precinct 8",Straight Party,,Green,GRN,1,0,1
Muskegon,"City of Muskegon, Precinct 8",Straight Party,,Natural Law,NLP,0,0,0
Muskegon,"City of Muskegon, Precinct 8",Straight Party,,Cast Votes,,219,141,360
Muskegon,"City of Muskegon, Precinct 8",Straight Party,,Overvotes,,1,0,1
Muskegon,"City of Muskegon, Precinct 8",Straight Party,,Unresolved,,0,0,0
