county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"Muskegon Charter Township, Precinct 5",Straight Party,,Democratic,DEM,127,156,283
Muskegon,"Muskegon Charter Township, Precinct 5",Straight Party,,Republican,REP,180,56,236
Muskegon,"Muskegon Charter Township, Precinct 5",Straight Party,,Libertarian,LIB,4,0,4
Muskegon,"Muskegon Charter Township, Precinct 5",Straight Party,,U.S. Taxpayers,UST,2,1,3
Muskegon,"Muskegon Charter Township, Precinct 5",Straight Party,,Working Class,WC,3,0,3
Muskegon,"Muskegon Charter Township, Precinct 5",Straight Party,,Green,GRN,2,0,2
Muskegon,"Muskegon Charter Township, Precinct 5",Straight Party,,Natural Law,NLP,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 5",Straight Party,,Cast Votes,,318,213,531
Muskegon,"Muskegon Charter Township, Precinct 5",Straight Party,,Overvotes,,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 5",Straight Party,,Unresolved,,0,0,0
