county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Georgetown Charter Township, Precinct 4",Secretary of State,,Jocelyn Benson,DEM,395,339,734
Ottawa,"Georgetown Charter Township, Precinct 4",Secretary of State,,Kristina Elaine Karamo,REP,822,378,1200
Ottawa,"Georgetown Charter Township, Precinct 4",Secretary of State,,Gregory Scott Stempfle,LIB,16,3,19
Ottawa,"Georgetown Charter Township, Precinct 4",Secretary of State,,Christine C. Schwartz,UST,4,2,6
Ottawa,"Georgetown Charter Township, Precinct 4",Secretary of State,,Larry James Hutchinson Jr.,GRE,4,4,8
Ottawa,"Georgetown Charter Township, Precinct 4",Secretary of State,,Cast Votes,,1241,726,1967
Ottawa,"Georgetown Charter Township, Precinct 4",Secretary of State,,Undervotes,,23,14,37
Ottawa,"Georgetown Charter Township, Precinct 4",Secretary of State,,Overvotes,,1,0,1
Ottawa,"Georgetown Charter Township, Precinct 4",Secretary of State,,Rejected write-in votes,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 4",Secretary of State,,Unresolved write-in votes,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 4",Attorney General,,Dana Nessel,DEM,355,323,678
Ottawa,"Georgetown Charter Township, Precinct 4",Attorney General,,Matthew DePerno,REP,834,394,1228
Ottawa,"Georgetown Charter Township, Precinct 4",Attorney General,,Joseph W. McHugh Jr.,LIB,29,7,36
Ottawa,"Georgetown Charter Township, Precinct 4",Attorney General,,Gerald T. Van Sickle,UST,10,4,14
Ottawa,"Georgetown Charter Township, Precinct 4",Attorney General,,Cast Votes,,1228,728,1956
Ottawa,"Georgetown Charter Township, Precinct 4",Attorney General,,Undervotes,,37,12,49
Ottawa,"Georgetown Charter Township, Precinct 4",Attorney General,,Overvotes,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 4",Attorney General,,Rejected write-in votes,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 4",Attorney General,,Unresolved write-in votes,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 4",U.S. House,4,Joseph Alfonso,DEM,293,270,563
Ottawa,"Georgetown Charter Township, Precinct 4",U.S. House,4,Bill Huizenga,REP,914,443,1357
Ottawa,"Georgetown Charter Township, Precinct 4",U.S. House,4,Lorence Wenke,LIB,27,7,34
Ottawa,"Georgetown Charter Township, Precinct 4",U.S. House,4,Curtis Michael Clark,UST,5,2,7
Ottawa,"Georgetown Charter Township, Precinct 4",U.S. House,4,Cast Votes,,1239,722,1961
Ottawa,"Georgetown Charter Township, Precinct 4",U.S. House,4,Undervotes,,25,18,43
Ottawa,"Georgetown Charter Township, Precinct 4",U.S. House,4,Overvotes,,1,0,1
Ottawa,"Georgetown Charter Township, Precinct 4",U.S. House,4,Rejected write-in votes,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 4",U.S. House,4,Unresolved write-in votes,,0,0,0
