county,precinct,office,district,candidate,party,votes
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,190,124,314
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,447,218,665
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,10,1,11
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,2,2,4
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Secretary of State,,Larry James Hutchinson Jr.,GRE,3,1,4
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Secretary of State,,Cast Votes:,,652,346,998
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Secretary of State,,Undervotes:,,12,2,14
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Secretary of State,,Overvotes:,,0,0,0
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Secretary of State,,Rejected write-in votes:,,1,0,1
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Secretary of State,,Unresolved write-in votes:,,0,0,0
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Attorney General,,Dana Nessel,DEM,169,116,285
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Attorney General,,Matthew DePerno,REP,455,225,680
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Attorney General,,Joseph W. McHugh Jr.,LIB,12,1,13
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Attorney General,,Gerald T. Van Sickle,UST,5,1,6
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Attorney General,,Cast Votes:,,641,343,984
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Attorney General,,Undervotes:,,23,4,27
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Attorney General,,Overvotes:,,0,1,1
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Attorney General,,Rejected write-in votes:,,1,0,1
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",Attorney General,,Unresolved write-in votes:,,0,0,0
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",U.S. House,,Joseph Alfonso,DEM,138,104,242
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",U.S. House,,Bill Huizenga,REP,489,241,730
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",U.S. House,,Lorence Wenke,LIB,17,0,17
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",U.S. House,,Curtis Michael Clark,UST,3,1,4
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",U.S. House,,Cast Votes:,,647,346,993
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",U.S. House,,Undervotes:,,17,2,19
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",U.S. House,,Overvotes:,,0,0,0
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",U.S. House,,Rejected write-in votes:,,1,0,1
Ottawa,"City of Hudsonville, Ward 2, Precinct 1",U.S. House,,Unresolved write-in votes:,,0,0,0
