county,precinct,office,district,candidate,party,votes
Ottawa,"Crockery Township, Precinct 1C",Secretary of State,,Jocelyn Benson,DEM,125,94,219
Ottawa,"Crockery Township, Precinct 1C",Secretary of State,,Kristina Elaine Karamo,REP,205,45,250
Ottawa,"Crockery Township, Precinct 1C",Secretary of State,,Gregory Scott Stempfle,LIB,13,1,14
Ottawa,"Crockery Township, Precinct 1C",Secretary of State,,Christine C. Schwartz,UST,3,0,3
Ottawa,"Crockery Township, Precinct 1C",Secretary of State,,Larry James Hutchinson Jr.,GRE,1,2,3
Ottawa,"Crockery Township, Precinct 1C",Secretary of State,,Cast Votes:,,347,142,489
Ottawa,"Crockery Township, Precinct 1C",Secretary of State,,Undervotes:,,8,1,9
Ottawa,"Crockery Township, Precinct 1C",Secretary of State,,Overvotes:,,0,0,0
Ottawa,"Crockery Township, Precinct 1C",Secretary of State,,Rejected write-in votes:,,0,0,0
Ottawa,"Crockery Township, Precinct 1C",Secretary of State,,Unresolved write-in votes:,,0,0,0
Ottawa,"Crockery Township, Precinct 1C",Attorney General,,Dana Nessel,DEM,117,89,206
Ottawa,"Crockery Township, Precinct 1C",Attorney General,,Matthew DePerno,REP,204,50,254
Ottawa,"Crockery Township, Precinct 1C",Attorney General,,Joseph W. McHugh Jr.,LIB,14,2,16
Ottawa,"Crockery Township, Precinct 1C",Attorney General,,Gerald T. Van Sickle,UST,5,0,5
Ottawa,"Crockery Township, Precinct 1C",Attorney General,,Cast Votes:,,340,141,481
Ottawa,"Crockery Township, Precinct 1C",Attorney General,,Undervotes:,,15,2,17
Ottawa,"Crockery Township, Precinct 1C",Attorney General,,Overvotes:,,0,0,0
Ottawa,"Crockery Township, Precinct 1C",Attorney General,,Rejected write-in votes:,,0,0,0
Ottawa,"Crockery Township, Precinct 1C",Attorney General,,Unresolved write-in votes:,,0,0,0
Ottawa,"Crockery Township, Precinct 1C",U.S. House,,Hillary Scholten,DEM,117,92,209
Ottawa,"Crockery Township, Precinct 1C",U.S. House,,John Gibbs,REP,202,44,246
Ottawa,"Crockery Township, Precinct 1C",U.S. House,,Jamie Lewis,LIB,16,2,18
Ottawa,"Crockery Township, Precinct 1C",U.S. House,,Louis Palus,WC,11,1,12
Ottawa,"Crockery Township, Precinct 1C",U.S. House,,Cast Votes:,,346,139,485
Ottawa,"Crockery Township, Precinct 1C",U.S. House,,Undervotes:,,8,4,12
Ottawa,"Crockery Township, Precinct 1C",U.S. House,,Overvotes:,,0,0,0
Ottawa,"Crockery Township, Precinct 1C",U.S. House,,Rejected write-in votes:,,1,0,1
Ottawa,"Crockery Township, Precinct 1C",U.S. House,,Unresolved write-in votes:,,0,0,0
