county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"City of Holland, Ward 1, Precinct 1",Governor,,Gretchen Whitmer,DEM,255,236,491
Ottawa,"City of Holland, Ward 1, Precinct 1",Governor,,Gretchen Whitmer,REP,298,127,425
Ottawa,"City of Holland, Ward 1, Precinct 1",Governor,,Gretchen Whitmer,LIB,13,3,16
Ottawa,"City of Holland, Ward 1, Precinct 1",Governor,,Gretchen Whitmer,UST,2,1,3
Ottawa,"City of Holland, Ward 1, Precinct 1",Governor,,Gretchen Whitmer,GRE,3,1,4
Ottawa,"City of Holland, Ward 1, Precinct 1",Governor,,Gretchen Whitmer,NAL,1,0,1
Ottawa,"City of Holland, Ward 1, Precinct 1",Governor,,Gretchen Whitmer,,0,0,0
Ottawa,"City of Holland, Ward 1, Precinct 1",Governor,,Gretchen Whitmer,,0,0,0
Ottawa,"City of Holland, Ward 1, Precinct 1",Governor,,Gretchen Whitmer,,0,0,0
Ottawa,"City of Holland, Ward 1, Precinct 1",Governor,,Gretchen Whitmer,,0,0,0
Ottawa,"City of Holland, Ward 1, Precinct 1",Governor,,Gretchen Whitmer,,0,0,0
Ottawa,"City of Holland, Ward 1, Precinct 1",Governor,,Gretchen Whitmer,,0,0,0
Ottawa,"City of Holland, Ward 1, Precinct 1",Governor,,Gretchen Whitmer,,0,0,0
Ottawa,"City of Holland, Ward 1, Precinct 1",Governor,,Gretchen Whitmer,,0,0,0
Ottawa,"City of Holland, Ward 1, Precinct 1",Governor,,Gretchen Whitmer,,0,0,0
Ottawa,"City of Holland, Ward 1, Precinct 1",Governor,,Gretchen Whitmer,,0,0,0
Ottawa,"City of Holland, Ward 1, Precinct 1",Governor,,Gretchen Whitmer,,0,0,0
Ottawa,"City of Holland, Ward 1, Precinct 1",Governor,,Gretchen Whitmer,,572,368,940
Ottawa,"City of Holland, Ward 1, Precinct 1",Governor,,Gretchen Whitmer,,3,2,5
Ottawa,"City of Holland, Ward 1, Precinct 1",Governor,,Gretchen Whitmer,,0,0,0
Ottawa,"City of Holland, Ward 1, Precinct 1",Governor,,Gretchen Whitmer,,0,0,0
Ottawa,"City of Holland, Ward 1, Precinct 1",Governor,,Gretchen Whitmer,,0,0,0
