county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"City of Zeeland, Precinct 3",Secretary of State,,Jocelyn Benson,DEM,197,85,282
Ottawa,"City of Zeeland, Precinct 3",Secretary of State,,Kristina Elaine Karamo,REP,294,55,349
Ottawa,"City of Zeeland, Precinct 3",Secretary of State,,Gregory Scott Stempfle,LIB,6,2,8
Ottawa,"City of Zeeland, Precinct 3",Secretary of State,,Christine C. Schwartz,UST,2,0,2
Ottawa,"City of Zeeland, Precinct 3",Secretary of State,,Larry James Hutchinson Jr.,GRE,1,1,2
Ottawa,"City of Zeeland, Precinct 3",Secretary of State,,Cast Votes,,500,143,643
Ottawa,"City of Zeeland, Precinct 3",Secretary of State,,Undervotes,,6,1,7
Ottawa,"City of Zeeland, Precinct 3",Secretary of State,,Overvotes,,0,0,0
Ottawa,"City of Zeeland, Precinct 3",Secretary of State,,Rejected write-in votes,,0,0,0
Ottawa,"City of Zeeland, Precinct 3",Secretary of State,,Unresolved write-in votes,,0,0,0
Ottawa,"City of Zeeland, Precinct 3",Attorney General,,Dana Nessel,DEM,180,77,257
Ottawa,"City of Zeeland, Precinct 3",Attorney General,,Matthew DePerno,REP,300,59,359
Ottawa,"City of Zeeland, Precinct 3",Attorney General,,Joseph W. McHugh Jr.,LIB,13,5,18
Ottawa,"City of Zeeland, Precinct 3",Attorney General,,Gerald T. Van Sickle,UST,3,0,3
Ottawa,"City of Zeeland, Precinct 3",Attorney General,,Cast Votes,,496,141,637
Ottawa,"City of Zeeland, Precinct 3",Attorney General,,Undervotes,,9,3,12
Ottawa,"City of Zeeland, Precinct 3",Attorney General,,Overvotes,,0,0,0
Ottawa,"City of Zeeland, Precinct 3",Attorney General,,Rejected write-in votes,,1,0,1
Ottawa,"City of Zeeland, Precinct 3",Attorney General,,Unresolved write-in votes,,0,0,0
Ottawa,"City of Zeeland, Precinct 3",U.S. House,4,Joseph Alfonso,DEM,151,63,214
Ottawa,"City of Zeeland, Precinct 3",U.S. House,4,Bill Huizenga,REP,333,75,408
Ottawa,"City of Zeeland, Precinct 3",U.S. House,4,Lorence Wenke,LIB,12,1,13
Ottawa,"City of Zeeland, Precinct 3",U.S. House,4,Curtis Michael Clark,UST,4,2,6
Ottawa,"City of Zeeland, Precinct 3",U.S. House,4,Cast Votes,,500,141,641
Ottawa,"City of Zeeland, Precinct 3",U.S. House,4,Undervotes,,6,3,9
Ottawa,"City of Zeeland, Precinct 3",U.S. House,4,Overvotes,,0,0,0
Ottawa,"City of Zeeland, Precinct 3",U.S. House,4,Rejected write-in votes,,0,0,0
Ottawa,"City of Zeeland, Precinct 3",U.S. House,4,Unresolved write-in votes,,0,0,0
