county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Robinson Township, Precinct 1",Straight Party,,Democratic,DEM,104,156,260
Ottawa,"Robinson Township, Precinct 1",Straight Party,,Republican,REP,335,179,514
Ottawa,"Robinson Township, Precinct 1",Straight Party,,Libertarian,LIB,3,3,6
Ottawa,"Robinson Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,1,0,1
Ottawa,"Robinson Township, Precinct 1",Straight Party,,Working Class,WC,1,0,1
Ottawa,"Robinson Township, Precinct 1",Straight Party,,Green,GRE,2,0,2
Ottawa,"Robinson Township, Precinct 1",Straight Party,,Natural Law,NAL,0,0,0
Ottawa,"Robinson Township, Precinct 1",Straight Party,,Cast,,446,338,784
Ottawa,"Robinson Township, Precinct 1",Straight Party,,,,426,245,671
Ottawa,"Robinson Township, Precinct 1",Straight Party,,,,0,1,1
Ottawa,"Robinson Township, Precinct 1",Straight Party,,Rejected write-in,,0,0,0
Ottawa,"Robinson Township, Precinct 1",Straight Party,,Unresolved write-in,,0,0,0
