county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"City of Holland, Ward 3, Precinct 6",Secretary of State,,Jocelyn Benson,DEM,470,280,750
Ottawa,"City of Holland, Ward 3, Precinct 6",Secretary of State,,Kristina Elaine Karamo,REP,210,39,249
Ottawa,"City of Holland, Ward 3, Precinct 6",Secretary of State,,Gregory Scott Stempfle,LIB,19,4,23
Ottawa,"City of Holland, Ward 3, Precinct 6",Secretary of State,,Christine C. Schwartz,UST,3,0,3
Ottawa,"City of Holland, Ward 3, Precinct 6",Secretary of State,,Larry James Hutchinson Jr.,GRE,3,2,5
Ottawa,"City of Holland, Ward 3, Precinct 6",Secretary of State,,Cast Votes,,705,325,1030
Ottawa,"City of Holland, Ward 3, Precinct 6",Secretary of State,,Undervotes,,17,5,22
Ottawa,"City of Holland, Ward 3, Precinct 6",Secretary of State,,Overvotes,,1,0,1
Ottawa,"City of Holland, Ward 3, Precinct 6",Secretary of State,,Rejected write-in votes,,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 6",Secretary of State,,Unresolved write-in votes,,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 6",Attorney General,,Dana Nessel,DEM,455,273,728
Ottawa,"City of Holland, Ward 3, Precinct 6",Attorney General,,Matthew DePerno,REP,215,41,256
Ottawa,"City of Holland, Ward 3, Precinct 6",Attorney General,,Joseph W. McHugh Jr.,LIB,26,7,33
Ottawa,"City of Holland, Ward 3, Precinct 6",Attorney General,,Gerald T. Van Sickle,UST,5,2,7
Ottawa,"City of Holland, Ward 3, Precinct 6",Attorney General,,Cast Votes,,701,323,1024
Ottawa,"City of Holland, Ward 3, Precinct 6",Attorney General,,Undervotes,,21,6,27
Ottawa,"City of Holland, Ward 3, Precinct 6",Attorney General,,Overvotes,,1,0,1
Ottawa,"City of Holland, Ward 3, Precinct 6",Attorney General,,Rejected write-in votes,,0,1,1
Ottawa,"City of Holland, Ward 3, Precinct 6",Attorney General,,Unresolved write-in votes,,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. House,4,Joseph Alfonso,DEM,433,265,698
Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. House,4,Bill Huizenga,REP,246,56,302
Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. House,4,Lorence Wenke,LIB,24,4,28
Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. House,4,Curtis Michael Clark,UST,4,1,5
Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. House,4,Cast Votes,,707,326,1033
Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. House,4,Undervotes,,16,4,20
Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. House,4,Overvotes,,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. House,4,Rejected write-in votes,,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 6",U.S. House,4,Unresolved write-in votes,,0,0,0
