county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Tallmadge Charter Township, Precinct 1A",State Senate,30,David LaGrand,DEM,48,38,86
Ottawa,"Tallmadge Charter Township, Precinct 1A",State Senate,30,Mark Huizenga,REP,68,42,110
Ottawa,"Tallmadge Charter Township, Precinct 1A",State Senate,30,Theodore Petzold,LIB,6,3,9
Ottawa,"Tallmadge Charter Township, Precinct 1A",State Senate,30,Cast Votes,,122,83,205
Ottawa,"Tallmadge Charter Township, Precinct 1A",State Senate,30,Undervotes,,1,1,2
Ottawa,"Tallmadge Charter Township, Precinct 1A",State Senate,30,Overvotes,,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 1A",State Senate,30,Rejected write-in votes,,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 1A",State Senate,30,Unresolved write-in votes,,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 1A",State House,89,Sharon McConnon,DEM,49,37,86
Ottawa,"Tallmadge Charter Township, Precinct 1A",State House,89,Luke Meerman,REP,70,44,114
Ottawa,"Tallmadge Charter Township, Precinct 1A",State House,89,Cast Votes,,119,81,200
Ottawa,"Tallmadge Charter Township, Precinct 1A",State House,89,Undervotes,,4,3,7
Ottawa,"Tallmadge Charter Township, Precinct 1A",State House,89,Overvotes,,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 1A",State House,89,Rejected write-in votes,,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 1A",State House,89,Unresolved write-in votes,,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 1A",State House,89,,,,,
Ottawa,"Tallmadge Charter Township, Precinct 1A",State House,89,Pamela Pugh,DEM,47,39,86
Ottawa,"Tallmadge Charter Township, Precinct 1A",State House,89,Mitchell Robinson,DEM,45,40,85
Ottawa,"Tallmadge Charter Township, Precinct 1A",State House,89,Tamara D. Carlone,REP,61,38,99
Ottawa,"Tallmadge Charter Township, Precinct 1A",State House,89,Linda Lee Tarver,REP,60,38,98
Ottawa,"Tallmadge Charter Township, Precinct 1A",State House,89,Donna Gundle-Krieg,LIB,7,2,9
Ottawa,"Tallmadge Charter Township, Precinct 1A",State House,89,Bill Hall,LIB,3,0,3
Ottawa,"Tallmadge Charter Township, Precinct 1A",State House,89,Ethan Hobson,UST,1,1,2
Ottawa,"Tallmadge Charter Township, Precinct 1A",State House,89,Mary Anne Hering,WC,3,2,5
Ottawa,"Tallmadge Charter Township, Precinct 1A",State House,89,Cast Votes,,227,160,387
Ottawa,"Tallmadge Charter Township, Precinct 1A",State House,89,Undervotes,,19,8,27
Ottawa,"Tallmadge Charter Township, Precinct 1A",State House,89,Overvotes,,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 1A",State House,89,Rejected write-in votes,,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 1A",State House,89,Unresolved write-in votes,,0,0,0
