county,precinct,office,district,candidate,party,votes
Ottawa,"Park Township, Precinct 1",Straight Party,,Democratic Party,DEM,184,279,463
Ottawa,"Park Township, Precinct 1",Straight Party,,Republican Party,REP,353,274,627
Ottawa,"Park Township, Precinct 1",Straight Party,,Libertarian Party,LIB,4,2,6
Ottawa,"Park Township, Precinct 1",Straight Party,,U.S. Taxpayers Party,UST,0,1,1
Ottawa,"Park Township, Precinct 1",Straight Party,,Working Class Party,WC,0,1,1
Ottawa,"Park Township, Precinct 1",Straight Party,,Green Party,GRE,2,0,2
Ottawa,"Park Township, Precinct 1",Straight Party,,Natural Law Party,NAL,0,0,0
Ottawa,"Park Township, Precinct 1",Straight Party,,Cast Votes:,,543,557,1100
Ottawa,"Park Township, Precinct 1",Straight Party,,Undervotes:,,471,386,857
Ottawa,"Park Township, Precinct 1",Straight Party,,Overvotes:,,0,1,1
Ottawa,"Park Township, Precinct 1",Straight Party,,Rejected write-in votes:,,0,0,0
Ottawa,"Park Township, Precinct 1",Straight Party,,Unresolved write-in votes:,,0,0,0
