county,precinct,office,district,candidate,party,votes
Ottawa,"Holland Charter Township, Precinct 7",Secretary of State,,Jocelyn Benson,DEM,401,362,763
Ottawa,"Holland Charter Township, Precinct 7",Secretary of State,,Kristina Elaine Karamo,REP,492,175,667
Ottawa,"Holland Charter Township, Precinct 7",Secretary of State,,Gregory Scott Stempfle,LIB,16,3,19
Ottawa,"Holland Charter Township, Precinct 7",Secretary of State,,Christine C. Schwartz,UST,4,1,5
Ottawa,"Holland Charter Township, Precinct 7",Secretary of State,,Larry James Hutchinson Jr.,GRE,3,3,6
Ottawa,"Holland Charter Township, Precinct 7",Secretary of State,,Cast Votes:,,916,544,1460
Ottawa,"Holland Charter Township, Precinct 7",Secretary of State,,Undervotes:,,13,6,19
Ottawa,"Holland Charter Township, Precinct 7",Secretary of State,,Overvotes:,,0,0,0
Ottawa,"Holland Charter Township, Precinct 7",Secretary of State,,Rejected write-in votes:,,0,0,0
Ottawa,"Holland Charter Township, Precinct 7",Secretary of State,,Unresolved write-in votes:,,0,0,0
Ottawa,"Holland Charter Township, Precinct 7",Attorney General,,Dana Nessel,DEM,392,352,744
Ottawa,"Holland Charter Township, Precinct 7",Attorney General,,Matthew DePerno,REP,508,183,691
Ottawa,"Holland Charter Township, Precinct 7",Attorney General,,Joseph W. McHugh Jr.,LIB,12,5,17
Ottawa,"Holland Charter Township, Precinct 7",Attorney General,,Gerald T. Van Sickle,UST,2,1,3
Ottawa,"Holland Charter Township, Precinct 7",Attorney General,,Cast Votes:,,914,541,1455
Ottawa,"Holland Charter Township, Precinct 7",Attorney General,,Undervotes:,,15,9,24
Ottawa,"Holland Charter Township, Precinct 7",Attorney General,,Overvotes:,,0,0,0
Ottawa,"Holland Charter Township, Precinct 7",Attorney General,,Rejected write-in votes:,,0,0,0
Ottawa,"Holland Charter Township, Precinct 7",Attorney General,,Unresolved write-in votes:,,0,0,0
Ottawa,"Holland Charter Township, Precinct 7",U.S. House,,Joseph Alfonso,DEM,334,313,647
Ottawa,"Holland Charter Township, Precinct 7",U.S. House,,Bill Huizenga,REP,565,217,782
Ottawa,"Holland Charter Township, Precinct 7",U.S. House,,Lorence Wenke,LIB,12,6,18
Ottawa,"Holland Charter Township, Precinct 7",U.S. House,,Curtis Michael Clark,UST,1,0,1
Ottawa,"Holland Charter Township, Precinct 7",U.S. House,,Cast Votes:,,912,536,1448
Ottawa,"Holland Charter Township, Precinct 7",U.S. House,,Undervotes:,,15,14,29
Ottawa,"Holland Charter Township, Precinct 7",U.S. House,,Overvotes:,,1,0,1
Ottawa,"Holland Charter Township, Precinct 7",U.S. House,,Rejected write-in votes:,,1,0,1
Ottawa,"Holland Charter Township, Precinct 7",U.S. House,,Unresolved write-in votes:,,0,0,0
