county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Grand Haven Charter Township, Precinct 6",Secretary of State,,Jocelyn Benson,DEM,265,265,530
Ottawa,"Grand Haven Charter Township, Precinct 6",Secretary of State,,Kristina Elaine Karamo,REP,297,139,436
Ottawa,"Grand Haven Charter Township, Precinct 6",Secretary of State,,Gregory Scott Stempfle,LIB,8,4,12
Ottawa,"Grand Haven Charter Township, Precinct 6",Secretary of State,,Christine C. Schwartz,UST,0,2,2
Ottawa,"Grand Haven Charter Township, Precinct 6",Secretary of State,,Larry James Hutchinson Jr.,GRE,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",Secretary of State,,Cast Votes:,,570,410,980
Ottawa,"Grand Haven Charter Township, Precinct 6",Secretary of State,,Undervotes:,,8,7,15
Ottawa,"Grand Haven Charter Township, Precinct 6",Secretary of State,,Overvotes:,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",Secretary of State,,Rejected write-in votes:,,2,0,2
Ottawa,"Grand Haven Charter Township, Precinct 6",Secretary of State,,Unresolved write-in votes:,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",Attorney General,,Dana Nessel,DEM,239,257,496
Ottawa,"Grand Haven Charter Township, Precinct 6",Attorney General,,Matthew DePerno,REP,309,144,453
Ottawa,"Grand Haven Charter Township, Precinct 6",Attorney General,,Joseph W. McHugh Jr.,LIB,12,6,18
Ottawa,"Grand Haven Charter Township, Precinct 6",Attorney General,,Gerald T. Van Sickle,UST,3,2,5
Ottawa,"Grand Haven Charter Township, Precinct 6",Attorney General,,Cast Votes:,,563,409,972
Ottawa,"Grand Haven Charter Township, Precinct 6",Attorney General,,Undervotes:,,15,8,23
Ottawa,"Grand Haven Charter Township, Precinct 6",Attorney General,,Overvotes:,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",Attorney General,,Rejected write-in votes:,,2,0,2
Ottawa,"Grand Haven Charter Township, Precinct 6",Attorney General,,Unresolved write-in votes:,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",U.S. House,,Hillary Scholten,DEM,243,260,503
Ottawa,"Grand Haven Charter Township, Precinct 6",U.S. House,,John Gibbs,REP,303,135,438
Ottawa,"Grand Haven Charter Township, Precinct 6",U.S. House,,Jamie Lewis,LIB,17,12,29
Ottawa,"Grand Haven Charter Township, Precinct 6",U.S. House,,Louis Palus,WC,4,2,6
Ottawa,"Grand Haven Charter Township, Precinct 6",U.S. House,,Cast Votes:,,567,409,976
Ottawa,"Grand Haven Charter Township, Precinct 6",U.S. House,,Undervotes:,,10,8,18
Ottawa,"Grand Haven Charter Township, Precinct 6",U.S. House,,Overvotes:,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",U.S. House,,Rejected write-in votes:,,3,0,3
Ottawa,"Grand Haven Charter Township, Precinct 6",U.S. House,,Unresolved write-in votes:,,0,0,0
