county,precinct,office,district,candidate,party,votes
Ottawa,"City of Coopersville, Precinct 2",Straight Party,,Democratic Party,DEM,116,133,249
Ottawa,"City of Coopersville, Precinct 2",Straight Party,,Republican Party,REP,296,99,395
Ottawa,"City of Coopersville, Precinct 2",Straight Party,,Libertarian Party,LIB,2,0,2
Ottawa,"City of Coopersville, Precinct 2",Straight Party,,U.S. Taxpayers Party,UST,0,0,0
Ottawa,"City of Coopersville, Precinct 2",Straight Party,,Working Class Party,WC,1,0,1
Ottawa,"City of Coopersville, Precinct 2",Straight Party,,Green Party,GRE,3,0,3
Ottawa,"City of Coopersville, Precinct 2",Straight Party,,Natural Law Party,NAL,0,0,0
Ottawa,"City of Coopersville, Precinct 2",Straight Party,,Cast Votes:,,418,232,650
Ottawa,"City of Coopersville, Precinct 2",Straight Party,,Undervotes:,,345,135,480
Ottawa,"City of Coopersville, Precinct 2",Straight Party,,Overvotes:,,0,0,0
Ottawa,"City of Coopersville, Precinct 2",Straight Party,,Rejected write-in votes:,,0,0,0
Ottawa,"City of Coopersville, Precinct 2",Straight Party,,Unresolved write-in votes:,,0,0,0
