county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Georgetown Charter Township, Precinct 4",State Senate,31,Kim S. Nagy,DEM,302,276,578
Ottawa,"Georgetown Charter Township, Precinct 4",State Senate,31,Roger Victory,REP,899,438,1337
Ottawa,"Georgetown Charter Township, Precinct 4",State Senate,31,Jessica L. Fox,LIB,26,7,33
Ottawa,"Georgetown Charter Township, Precinct 4",State Senate,31,Cast Votes,,1227,721,1948
Ottawa,"Georgetown Charter Township, Precinct 4",State Senate,31,Undervotes,,38,19,57
Ottawa,"Georgetown Charter Township, Precinct 4",State Senate,31,Overvotes,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 4",State Senate,31,Rejected write-in votes,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 4",State Senate,31,Unresolved write-in votes,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 4",State House,85,Todd Avery,DEM,348,298,646
Ottawa,"Georgetown Charter Township, Precinct 4",State House,85,Bradley Slagh,REP,847,419,1266
Ottawa,"Georgetown Charter Township, Precinct 4",State House,85,Greg Parlmer II,LIB,22,8,30
Ottawa,"Georgetown Charter Township, Precinct 4",State House,85,Cast Votes,,1217,725,1942
Ottawa,"Georgetown Charter Township, Precinct 4",State House,85,Undervotes,,48,15,63
Ottawa,"Georgetown Charter Township, Precinct 4",State House,85,Overvotes,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 4",State House,85,Rejected write-in votes,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 4",State House,85,Unresolved write-in votes,,0,0,0
