county,precinct,office,district,candidate,party,votes
Ottawa,"Jamestown Charter Township, Precinct 2",Governor,,Gretchen Whitmer Garlin D. Gilchrist II,DEM,108,91,199
Ottawa,"Jamestown Charter Township, Precinct 2",Governor,,Tudor M. Dixon Shane Hernandez,REP,862,330,1192
Ottawa,"Jamestown Charter Township, Precinct 2",Governor,,Mary Buzuma Brian Ellison,LIB,7,0,7
Ottawa,"Jamestown Charter Township, Precinct 2",Governor,,Donna Brandenburg Mellissa Carone,UST,3,2,5
Ottawa,"Jamestown Charter Township, Precinct 2",Governor,,Kevin Hogan Destiny Clayton,GRE,0,0,0
Ottawa,"Jamestown Charter Township, Precinct 2",Governor,,Daryl M. Simpson Doug Dern,NAL,0,0,0
Ottawa,"Jamestown Charter Township, Precinct 2",Governor,,Bob Scott (W),,0,0,0
Ottawa,"Jamestown Charter Township, Precinct 2",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Ottawa,"Jamestown Charter Township, Precinct 2",Governor,,Ervin Joseph Lamie (W),,0,0,0
Ottawa,"Jamestown Charter Township, Precinct 2",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
Ottawa,"Jamestown Charter Township, Precinct 2",Governor,,Evan S. Space (W),,0,0,0
Ottawa,"Jamestown Charter Township, Precinct 2",Governor,,Joseph Irving (W),,0,0,0
Ottawa,"Jamestown Charter Township, Precinct 2",Governor,,Joseph Michael Hunt (W),,0,0,0
Ottawa,"Jamestown Charter Township, Precinct 2",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Ottawa,"Jamestown Charter Township, Precinct 2",Governor,,Justin Paul Blackburn (W),,0,0,0
Ottawa,"Jamestown Charter Township, Precinct 2",Governor,,Michael David Kelley (W),,0,0,0
Ottawa,"Jamestown Charter Township, Precinct 2",Governor,,Michael Ray Deck (W),,0,0,0
Ottawa,"Jamestown Charter Township, Precinct 2",Governor,,Cast Votes:,,980,423,1403
Ottawa,"Jamestown Charter Township, Precinct 2",Governor,,Undervotes:,,3,3,6
Ottawa,"Jamestown Charter Township, Precinct 2",Governor,,Overvotes:,,0,0,0
Ottawa,"Jamestown Charter Township, Precinct 2",Governor,,Rejected write-in votes:,,0,0,0
Ottawa,"Jamestown Charter Township, Precinct 2",Governor,,Unresolved write-in votes:,,0,0,0
