county,precinct,office,district,candidate,party,votes
Ottawa,"Park Township, Precinct 1",State Senate,,Kim S. Nagy,DEM,365,471,836
Ottawa,"Park Township, Precinct 1",State Senate,,Roger Victory,REP,606,442,1048
Ottawa,"Park Township, Precinct 1",State Senate,,Jessica L. Fox,LIB,20,10,30
Ottawa,"Park Township, Precinct 1",State Senate,,Cast Votes:,,991,923,1914
Ottawa,"Park Township, Precinct 1",State Senate,,Undervotes:,,23,21,44
Ottawa,"Park Township, Precinct 1",State Senate,,Overvotes:,,0,0,0
Ottawa,"Park Township, Precinct 1",State Senate,,Rejected write-in votes:,,0,0,0
Ottawa,"Park Township, Precinct 1",State Senate,,Unresolved write-in votes:,,0,0,0
Ottawa,"Park Township, Precinct 1",State House,,Larry D. Jackson,DEM,372,450,822
Ottawa,"Park Township, Precinct 1",State House,,Nancy De Boer,REP,621,469,1090
Ottawa,"Park Township, Precinct 1",State House,,Cast Votes:,,993,919,1912
Ottawa,"Park Township, Precinct 1",State House,,Undervotes:,,21,25,46
Ottawa,"Park Township, Precinct 1",State House,,Overvotes:,,0,0,0
Ottawa,"Park Township, Precinct 1",State House,,Rejected write-in votes:,,0,0,0
Ottawa,"Park Township, Precinct 1",State House,,Unresolved write-in votes:,,0,0,0
Ottawa,"Park Township, Precinct 1",State House,,,,,,
Ottawa,"Park Township, Precinct 1",State House,,Pamela Pugh,DEM,365,457,822
Ottawa,"Park Township, Precinct 1",State House,,Mitchell Robinson,DEM,336,447,783
Ottawa,"Park Township, Precinct 1",State House,,Tamara D. Carlone,REP,553,415,968
Ottawa,"Park Township, Precinct 1",State House,,Linda Lee Tarver,REP,543,418,961
Ottawa,"Park Township, Precinct 1",State House,,Donna Gundle-Krieg,LIB,30,6,36
Ottawa,"Park Township, Precinct 1",State House,,Bill Hall,LIB,23,20,43
Ottawa,"Park Township, Precinct 1",State House,,Ethan Hobson,UST,5,6,11
Ottawa,"Park Township, Precinct 1",State House,,Mary Anne Hering,WC,12,9,21
Ottawa,"Park Township, Precinct 1",State House,,Cast Votes:,,1867,1778,3645
Ottawa,"Park Township, Precinct 1",State House,,Undervotes:,,157,110,267
Ottawa,"Park Township, Precinct 1",State House,,Overvotes:,,1,0,1
Ottawa,"Park Township, Precinct 1",State House,,Rejected write-in votes:,,2,0,2
Ottawa,"Park Township, Precinct 1",State House,,Unresolved write-in votes:,,0,0,0
