county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Zeeland Township, Precinct 2",Secretary of State,,Jocelyn Benson,DEM,300,296,596
Ottawa,"Zeeland Township, Precinct 2",Secretary of State,,Kristina Elaine Karamo,REP,731,447,1178
Ottawa,"Zeeland Township, Precinct 2",Secretary of State,,Gregory Scott Stempfle,LIB,17,6,23
Ottawa,"Zeeland Township, Precinct 2",Secretary of State,,Christine C. Schwartz,UST,3,2,5
Ottawa,"Zeeland Township, Precinct 2",Secretary of State,,Larry James Hutchinson Jr.,GRE,2,1,3
Ottawa,"Zeeland Township, Precinct 2",Secretary of State,,Cast Votes:,,1053,752,1805
Ottawa,"Zeeland Township, Precinct 2",Secretary of State,,Undervotes:,,17,7,24
Ottawa,"Zeeland Township, Precinct 2",Secretary of State,,Overvotes:,,1,0,1
Ottawa,"Zeeland Township, Precinct 2",Secretary of State,,Rejected write-in votes:,,0,0,0
Ottawa,"Zeeland Township, Precinct 2",Secretary of State,,Unresolved write-in votes:,,0,0,0
Ottawa,"Zeeland Township, Precinct 2",Attorney General,,Dana Nessel,DEM,278,264,542
Ottawa,"Zeeland Township, Precinct 2",Attorney General,,Matthew DePerno,REP,750,471,1221
Ottawa,"Zeeland Township, Precinct 2",Attorney General,,Joseph W. McHugh Jr.,LIB,21,13,34
Ottawa,"Zeeland Township, Precinct 2",Attorney General,,Gerald T. Van Sickle,UST,3,3,6
Ottawa,"Zeeland Township, Precinct 2",Attorney General,,Cast Votes:,,1052,751,1803
Ottawa,"Zeeland Township, Precinct 2",Attorney General,,Undervotes:,,19,8,27
Ottawa,"Zeeland Township, Precinct 2",Attorney General,,Overvotes:,,0,0,0
Ottawa,"Zeeland Township, Precinct 2",Attorney General,,Rejected write-in votes:,,0,0,0
Ottawa,"Zeeland Township, Precinct 2",Attorney General,,Unresolved write-in votes:,,0,0,0
Ottawa,"Zeeland Township, Precinct 2",U.S. House,4,Joseph Alfonso,DEM,232,213,445
Ottawa,"Zeeland Township, Precinct 2",U.S. House,4,Bill Huizenga,REP,798,519,1317
Ottawa,"Zeeland Township, Precinct 2",U.S. House,4,Lorence Wenke,LIB,17,8,25
Ottawa,"Zeeland Township, Precinct 2",U.S. House,4,Curtis Michael Clark,UST,3,3,6
Ottawa,"Zeeland Township, Precinct 2",U.S. House,4,Cast Votes:,,1050,743,1793
Ottawa,"Zeeland Township, Precinct 2",U.S. House,4,Undervotes:,,20,15,35
Ottawa,"Zeeland Township, Precinct 2",U.S. House,4,Overvotes:,,1,0,1
Ottawa,"Zeeland Township, Precinct 2",U.S. House,4,Rejected write-in votes:,,0,1,1
Ottawa,"Zeeland Township, Precinct 2",U.S. House,4,Unresolved write-in votes:,,0,0,0
