county,precinct,office,district,candidate,party,votes
Ottawa,"Spring Lake Township, Precinct 1",Straight Party,,Democratic Party,DEM,174,159,333
Ottawa,"Spring Lake Township, Precinct 1",Straight Party,,Republican Party,REP,267,182,449
Ottawa,"Spring Lake Township, Precinct 1",Straight Party,,Libertarian Party,LIB,6,0,6
Ottawa,"Spring Lake Township, Precinct 1",Straight Party,,U.S. Taxpayers Party,UST,0,0,0
Ottawa,"Spring Lake Township, Precinct 1",Straight Party,,Working Class Party,WC,2,0,2
Ottawa,"Spring Lake Township, Precinct 1",Straight Party,,Green Party,GRE,0,0,0
Ottawa,"Spring Lake Township, Precinct 1",Straight Party,,Natural Law Party,NAL,0,0,0
Ottawa,"Spring Lake Township, Precinct 1",Straight Party,,Cast Votes:,,449,341,790
Ottawa,"Spring Lake Township, Precinct 1",Straight Party,,Undervotes:,,346,297,643
Ottawa,"Spring Lake Township, Precinct 1",Straight Party,,Overvotes:,,0,0,0
Ottawa,"Spring Lake Township, Precinct 1",Straight Party,,Rejected write-in votes:,,0,0,0
Ottawa,"Spring Lake Township, Precinct 1",Straight Party,,Unresolved write-in votes:,,0,0,0
