county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Wright Township, Precinct 1A",Straight Party,,Democratic,DEM,57,93,150
Ottawa,"Wright Township, Precinct 1A",Straight Party,,Republican,REP,458,172,630
Ottawa,"Wright Township, Precinct 1A",Straight Party,,Libertarian,LIB,2,1,3
Ottawa,"Wright Township, Precinct 1A",Straight Party,,U.S. Taxpayers,UST,0,0,0
Ottawa,"Wright Township, Precinct 1A",Straight Party,,Working Class,WC,1,1,2
Ottawa,"Wright Township, Precinct 1A",Straight Party,,Green,GRE,2,0,2
Ottawa,"Wright Township, Precinct 1A",Straight Party,,Natural Law,NAL,0,1,1
Ottawa,"Wright Township, Precinct 1A",Straight Party,,Cast,,520,268,788
Ottawa,"Wright Township, Precinct 1A",Straight Party,,,,371,126,497
Ottawa,"Wright Township, Precinct 1A",Straight Party,,,,1,0,1
Ottawa,"Wright Township, Precinct 1A",Straight Party,,Rejected write-in,,0,0,0
Ottawa,"Wright Township, Precinct 1A",Straight Party,,Unresolved write-in,,0,0,0
