county,precinct,office,district,candidate,party,votes
Ottawa,"Olive Township, Precinct 2",Secretary of State,,Jocelyn Benson,DEM,186,141,327
Ottawa,"Olive Township, Precinct 2",Secretary of State,,Kristina Elaine Karamo,REP,750,303,1053
Ottawa,"Olive Township, Precinct 2",Secretary of State,,Gregory Scott Stempfle,LIB,13,5,18
Ottawa,"Olive Township, Precinct 2",Secretary of State,,Christine C. Schwartz,UST,3,2,5
Ottawa,"Olive Township, Precinct 2",Secretary of State,,Larry James Hutchinson Jr.,GRE,2,1,3
Ottawa,"Olive Township, Precinct 2",Secretary of State,,Cast Votes:,,954,452,1406
Ottawa,"Olive Township, Precinct 2",Secretary of State,,Undervotes:,,5,3,8
Ottawa,"Olive Township, Precinct 2",Secretary of State,,Overvotes:,,0,0,0
Ottawa,"Olive Township, Precinct 2",Secretary of State,,Rejected write-in votes:,,2,0,2
Ottawa,"Olive Township, Precinct 2",Secretary of State,,Unresolved write-in votes:,,0,0,0
Ottawa,"Olive Township, Precinct 2",Attorney General,,Dana Nessel,DEM,170,122,292
Ottawa,"Olive Township, Precinct 2",Attorney General,,Matthew DePerno,REP,767,319,1086
Ottawa,"Olive Township, Precinct 2",Attorney General,,Joseph W. McHugh Jr.,LIB,12,5,17
Ottawa,"Olive Township, Precinct 2",Attorney General,,Gerald T. Van Sickle,UST,4,3,7
Ottawa,"Olive Township, Precinct 2",Attorney General,,Cast Votes:,,953,449,1402
Ottawa,"Olive Township, Precinct 2",Attorney General,,Undervotes:,,7,6,13
Ottawa,"Olive Township, Precinct 2",Attorney General,,Overvotes:,,0,0,0
Ottawa,"Olive Township, Precinct 2",Attorney General,,Rejected write-in votes:,,1,0,1
Ottawa,"Olive Township, Precinct 2",Attorney General,,Unresolved write-in votes:,,0,0,0
Ottawa,"Olive Township, Precinct 2",U.S. House,,Joseph Alfonso,DEM,130,115,245
Ottawa,"Olive Township, Precinct 2",U.S. House,,Bill Huizenga,REP,810,328,1138
Ottawa,"Olive Township, Precinct 2",U.S. House,,Lorence Wenke,LIB,6,7,13
Ottawa,"Olive Township, Precinct 2",U.S. House,,Curtis Michael Clark,UST,4,0,4
Ottawa,"Olive Township, Precinct 2",U.S. House,,Cast Votes:,,950,450,1400
Ottawa,"Olive Township, Precinct 2",U.S. House,,Undervotes:,,9,5,14
Ottawa,"Olive Township, Precinct 2",U.S. House,,Overvotes:,,0,0,0
Ottawa,"Olive Township, Precinct 2",U.S. House,,Rejected write-in votes:,,2,0,2
Ottawa,"Olive Township, Precinct 2",U.S. House,,Unresolved write-in votes:,,0,0,0
