county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Gretchen Whitmer Garlin D. Gilchrist II,DEM,46,39,85
Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Tudor M. Dixon Shane Hernandez,REP,141,59,200
Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Mary Buzuma Brian Ellison,LIB,2,0,2
Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Donna Brandenburg Mellissa Carone,UST,0,1,1
Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Kevin Hogan Destiny Clayton,GRE,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Daryl M. Simpson Doug Dern,NAL,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Bob Scott (W),,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Ervin Joseph Lamie (W),,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Evan S. Space (W),,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Joseph Irving (W),,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Joseph Michael Hunt (W),,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Justin Paul Blackburn (W),,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Michael David Kelley (W),,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Michael Ray Deck (W),,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Cast Votes:,,189,99,288
Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Undervotes:,,1,0,1
Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Overvotes:,,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Rejected write-in votes:,,0,0,0
Ottawa,"Tallmadge Charter Township, Precinct 2B",Governor,,Unresolved write-in votes:,,0,0,0
