county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Gretchen Whitmer Garlin D. Gilchrist II,DEM,479,280,759
Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Tudor M. Dixon Shane Hernandez,REP,223,39,262
Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Mary Buzuma Brian Ellison,LIB,14,5,19
Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Donna Brandenburg Mellissa Carone,UST,1,0,1
Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Kevin Hogan Destiny Clayton,GRE,4,0,4
Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Daryl M. Simpson Doug Dern,NAL,0,3,3
Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Bob Scott (W),,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Ervin Joseph Lamie (W),,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Evan S. Space (W),,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Joseph Irving (W),,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Joseph Michael Hunt (W),,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Justin Paul Blackburn (W),,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Michael David Kelley (W),,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Michael Ray Deck (W),,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Cast Votes:,,721,327,1048
Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Undervotes:,,1,3,4
Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Overvotes:,,1,0,1
Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Rejected write-in votes:,,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 6",Governor,,Unresolved write-in votes:,,0,0,0
