county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"City of Zeeland, Precinct 2",Straight Party,,Democratic Party,DEM,57,47,104
Ottawa,"City of Zeeland, Precinct 2",Straight Party,,Republican Party,REP,114,55,169
Ottawa,"City of Zeeland, Precinct 2",Straight Party,,Libertarian Party,LIB,6,0,6
Ottawa,"City of Zeeland, Precinct 2",Straight Party,,U.S. Taxpayers Party,UST,0,0,0
Ottawa,"City of Zeeland, Precinct 2",Straight Party,,Working Class Party,WC,1,1,2
Ottawa,"City of Zeeland, Precinct 2",Straight Party,,Green Party,GRE,0,0,0
Ottawa,"City of Zeeland, Precinct 2",Straight Party,,Natural Law Party,NAL,0,0,0
Ottawa,"City of Zeeland, Precinct 2",Straight Party,,Cast Votes:,,178,103,281
Ottawa,"City of Zeeland, Precinct 2",Straight Party,,Undervotes:,,151,74,225
Ottawa,"City of Zeeland, Precinct 2",Straight Party,,Overvotes:,,0,0,0
Ottawa,"City of Zeeland, Precinct 2",Straight Party,,Rejected write-in votes:,,0,0,0
Ottawa,"City of Zeeland, Precinct 2",Straight Party,,Unresolved write-in votes:,,0,0,0
