county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Crockery Township, Precinct 1C",State Senate,31,Kim S. Nagy,DEM,104,78,182
Ottawa,"Crockery Township, Precinct 1C",State Senate,31,Roger Victory,REP,219,57,276
Ottawa,"Crockery Township, Precinct 1C",State Senate,31,Jessica L. Fox,LIB,16,1,17
Ottawa,"Crockery Township, Precinct 1C",State Senate,31,Cast Votes:,,339,136,475
Ottawa,"Crockery Township, Precinct 1C",State Senate,31,Undervotes:,,16,7,23
Ottawa,"Crockery Township, Precinct 1C",State Senate,31,Overvotes:,,0,0,0
Ottawa,"Crockery Township, Precinct 1C",State Senate,31,Rejected write-in votes:,,0,0,0
Ottawa,"Crockery Township, Precinct 1C",State Senate,31,Unresolved write-in votes:,,0,0,0
Ottawa,"Crockery Township, Precinct 1C",State House,88,Christine Baker,DEM,99,77,176
Ottawa,"Crockery Township, Precinct 1C",State House,88,Greg VanWoerkom,REP,225,59,284
Ottawa,"Crockery Township, Precinct 1C",State House,88,Marv Bolthouse,LIB,12,1,13
Ottawa,"Crockery Township, Precinct 1C",State House,88,Cast Votes:,,336,137,473
Ottawa,"Crockery Township, Precinct 1C",State House,88,Undervotes:,,18,6,24
Ottawa,"Crockery Township, Precinct 1C",State House,88,Overvotes:,,0,0,0
Ottawa,"Crockery Township, Precinct 1C",State House,88,Rejected write-in votes:,,1,0,1
Ottawa,"Crockery Township, Precinct 1C",State House,88,Unresolved write-in votes:,,0,0,0
