county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",Straight Party,,Democratic Party,DEM,121,99,220
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",Straight Party,,Republican Party,REP,353,203,556
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",Straight Party,,Libertarian Party,LIB,2,0,2
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",Straight Party,,U.S. Taxpayers Party,UST,1,1,2
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",Straight Party,,Working Class Party,WC,1,0,1
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",Straight Party,,Green Party,GRE,1,0,1
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",Straight Party,,Natural Law Party,NAL,1,1,2
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",Straight Party,,Cast Votes:,,480,304,784
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",Straight Party,,Undervotes:,,294,151,445
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",Straight Party,,Overvotes:,,2,0,2
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",Straight Party,,Rejected write-in votes:,,0,0,0
Ottawa,"City of Hudsonville, Ward 1, Precinct 1",Straight Party,,Unresolved write-in votes:,,0,0,0
