county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Georgetown Charter Township, Precinct 11",State Senate,31,Kim S. Nagy,DEM,236,273,509
Ottawa,"Georgetown Charter Township, Precinct 11",State Senate,31,Roger Victory,REP,676,479,1155
Ottawa,"Georgetown Charter Township, Precinct 11",State Senate,31,Jessica L. Fox,LIB,21,11,32
Ottawa,"Georgetown Charter Township, Precinct 11",State Senate,31,Cast Votes:,,933,763,1696
Ottawa,"Georgetown Charter Township, Precinct 11",State Senate,31,Undervotes:,,24,12,36
Ottawa,"Georgetown Charter Township, Precinct 11",State Senate,31,Overvotes:,,0,1,1
Ottawa,"Georgetown Charter Township, Precinct 11",State Senate,31,Rejected write-in votes:,,1,0,1
Ottawa,"Georgetown Charter Township, Precinct 11",State Senate,31,Unresolved write-in votes:,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 11",State House,85,Todd Avery,DEM,249,284,533
Ottawa,"Georgetown Charter Township, Precinct 11",State House,85,Bradley Slagh,REP,657,461,1118
Ottawa,"Georgetown Charter Township, Precinct 11",State House,85,Greg Parlmer II,LIB,17,12,29
Ottawa,"Georgetown Charter Township, Precinct 11",State House,85,Cast Votes:,,923,757,1680
Ottawa,"Georgetown Charter Township, Precinct 11",State House,85,Undervotes:,,34,19,53
Ottawa,"Georgetown Charter Township, Precinct 11",State House,85,Overvotes:,,0,0,0
Ottawa,"Georgetown Charter Township, Precinct 11",State House,85,Rejected write-in votes:,,1,0,1
Ottawa,"Georgetown Charter Township, Precinct 11",State House,85,Unresolved write-in votes:,,0,0,0
