county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Polkton Charter Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,395,0,395
Ottawa,"Polkton Charter Township, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,998,0,998
Ottawa,"Polkton Charter Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,26,0,26
Ottawa,"Polkton Charter Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,10,0,10
Ottawa,"Polkton Charter Township, Precinct 1",Secretary of State,,Larry James Hutchinson Jr.,GRE,3,0,3
Ottawa,"Polkton Charter Township, Precinct 1",Secretary of State,,Cast Votes:,,1432,0,1432
Ottawa,"Polkton Charter Township, Precinct 1",Secretary of State,,Undervotes:,,22,0,22
Ottawa,"Polkton Charter Township, Precinct 1",Secretary of State,,Overvotes:,,0,0,0
Ottawa,"Polkton Charter Township, Precinct 1",Secretary of State,,Rejected write-in votes:,,0,0,0
Ottawa,"Polkton Charter Township, Precinct 1",Secretary of State,,Unresolved write-in votes:,,0,0,0
Ottawa,"Polkton Charter Township, Precinct 1",Attorney General,,Dana Nessel,DEM,364,0,364
Ottawa,"Polkton Charter Township, Precinct 1",Attorney General,,Matthew DePerno,REP,1031,0,1031
Ottawa,"Polkton Charter Township, Precinct 1",Attorney General,,Joseph W. McHugh Jr.,LIB,16,0,16
Ottawa,"Polkton Charter Township, Precinct 1",Attorney General,,Gerald T. Van Sickle,UST,15,0,15
Ottawa,"Polkton Charter Township, Precinct 1",Attorney General,,Cast Votes:,,1426,0,1426
Ottawa,"Polkton Charter Township, Precinct 1",Attorney General,,Undervotes:,,26,0,26
Ottawa,"Polkton Charter Township, Precinct 1",Attorney General,,Overvotes:,,0,0,0
Ottawa,"Polkton Charter Township, Precinct 1",Attorney General,,Rejected write-in votes:,,2,0,2
Ottawa,"Polkton Charter Township, Precinct 1",Attorney General,,Unresolved write-in votes:,,0,0,0
Ottawa,"Polkton Charter Township, Precinct 1",U.S. House,3,Hillary Scholten,DEM,352,0,352
Ottawa,"Polkton Charter Township, Precinct 1",U.S. House,3,John Gibbs,REP,1034,0,1034
Ottawa,"Polkton Charter Township, Precinct 1",U.S. House,3,Jamie Lewis,LIB,19,0,19
Ottawa,"Polkton Charter Township, Precinct 1",U.S. House,3,Louis Palus,WC,16,0,16
Ottawa,"Polkton Charter Township, Precinct 1",U.S. House,3,Cast Votes:,,1421,0,1421
Ottawa,"Polkton Charter Township, Precinct 1",U.S. House,3,Undervotes:,,30,0,30
Ottawa,"Polkton Charter Township, Precinct 1",U.S. House,3,Overvotes:,,0,0,0
Ottawa,"Polkton Charter Township, Precinct 1",U.S. House,3,Rejected write-in votes:,,3,0,3
Ottawa,"Polkton Charter Township, Precinct 1",U.S. House,3,Unresolved write-in votes:,,0,0,0
