county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Park Township, Precinct 7",State Senate,31,Kim S. Nagy,DEM,254,386,640
Ottawa,"Park Township, Precinct 7",State Senate,31,Roger Victory,REP,576,381,957
Ottawa,"Park Township, Precinct 7",State Senate,31,Jessica L. Fox,LIB,18,9,27
Ottawa,"Park Township, Precinct 7",State Senate,31,Cast Votes:,,848,776,1624
Ottawa,"Park Township, Precinct 7",State Senate,31,Undervotes:,,25,15,40
Ottawa,"Park Township, Precinct 7",State Senate,31,Overvotes:,,0,0,0
Ottawa,"Park Township, Precinct 7",State Senate,31,Rejected write-in votes:,,0,1,1
Ottawa,"Park Township, Precinct 7",State Senate,31,Unresolved write-in votes:,,0,0,0
Ottawa,"Park Township, Precinct 7",State House,86,Larry D. Jackson,DEM,254,372,626
Ottawa,"Park Township, Precinct 7",State House,86,Nancy De Boer,REP,593,401,994
Ottawa,"Park Township, Precinct 7",State House,86,Cast Votes:,,847,773,1620
Ottawa,"Park Township, Precinct 7",State House,86,Undervotes:,,26,19,45
Ottawa,"Park Township, Precinct 7",State House,86,Overvotes:,,0,0,0
Ottawa,"Park Township, Precinct 7",State House,86,Rejected write-in votes:,,0,0,0
Ottawa,"Park Township, Precinct 7",State House,86,Unresolved write-in votes:,,0,0,0
Ottawa,"Park Township, Precinct 7",State House,86,,,,,
Ottawa,"Park Township, Precinct 7",State House,86,Pamela Pugh,DEM,242,377,619
Ottawa,"Park Township, Precinct 7",State House,86,Mitchell Robinson,DEM,231,375,606
Ottawa,"Park Township, Precinct 7",State House,86,Tamara D. Carlone,REP,537,337,874
Ottawa,"Park Township, Precinct 7",State House,86,Linda Lee Tarver,REP,529,338,867
Ottawa,"Park Township, Precinct 7",State House,86,Donna Gundle-Krieg,LIB,12,11,23
Ottawa,"Park Township, Precinct 7",State House,86,Bill Hall,LIB,19,14,33
Ottawa,"Park Township, Precinct 7",State House,86,Ethan Hobson,UST,6,8,14
Ottawa,"Park Township, Precinct 7",State House,86,Mary Anne Hering,WC,14,10,24
Ottawa,"Park Township, Precinct 7",State House,86,Cast Votes:,,1590,1470,3060
Ottawa,"Park Township, Precinct 7",State House,86,Undervotes:,,156,114,270
Ottawa,"Park Township, Precinct 7",State House,86,Overvotes:,,0,0,0
Ottawa,"Park Township, Precinct 7",State House,86,Rejected write-in votes:,,0,0,0
Ottawa,"Park Township, Precinct 7",State House,86,Unresolved write-in votes:,,0,0,0
