county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"City of Holland, Ward 3, Precinct 6",State Senate,31,Kim S. Nagy,DEM,431,272,703
Ottawa,"City of Holland, Ward 3, Precinct 6",State Senate,31,Roger Victory,REP,229,47,276
Ottawa,"City of Holland, Ward 3, Precinct 6",State Senate,31,Jessica L. Fox,LIB,41,5,46
Ottawa,"City of Holland, Ward 3, Precinct 6",State Senate,31,Cast Votes:,,701,324,1025
Ottawa,"City of Holland, Ward 3, Precinct 6",State Senate,31,Undervotes:,,21,6,27
Ottawa,"City of Holland, Ward 3, Precinct 6",State Senate,31,Overvotes:,,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 6",State Senate,31,Rejected write-in votes:,,1,0,1
Ottawa,"City of Holland, Ward 3, Precinct 6",State Senate,31,Unresolved write-in votes:,,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,Larry D. Jackson,DEM,445,268,713
Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,Nancy De Boer,REP,256,54,310
Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,Cast Votes:,,701,322,1023
Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,Undervotes:,,21,8,29
Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,Overvotes:,,1,0,1
Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,Rejected write-in votes:,,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,Unresolved write-in votes:,,0,0,0
Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,,,,,
Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,Pamela Pugh,DEM,415,260,675
Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,Mitchell Robinson,DEM,381,262,643
Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,Tamara D. Carlone,REP,217,43,260
Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,Linda Lee Tarver,REP,203,42,245
Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,Donna Gundle-Krieg,LIB,25,4,29
Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,Bill Hall,LIB,24,6,30
Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,Ethan Hobson,UST,9,3,12
Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,Mary Anne Hering,WC,35,9,44
Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,Cast Votes:,,1309,629,1938
Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,Undervotes:,,132,31,163
Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,Overvotes:,,1,0,1
Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,Rejected write-in votes:,,3,0,3
Ottawa,"City of Holland, Ward 3, Precinct 6",State House,86,Unresolved write-in votes:,,0,0,0
