county,precinct,office,district,party,candidate,votes
Livingston,"Genoa Charter Township,Precinct 6",Secretary of State,,LIB,Gregory Scott Stempfle,19
Livingston,"Genoa Charter Township,Precinct 6",Secretary of State,,UST,Christine C. Schwartz,4
Livingston,"Genoa Charter Township,Precinct 6",Secretary of State,,GRN,Larry James Hutchinson Jr.,4
Livingston,"Genoa Charter Township,Precinct 6",Secretary of State,,,Cast Votes,1795
Livingston,"Genoa Charter Township,Precinct 6",Secretary of State,,,Undervotes,20
Livingston,"Genoa Charter Township,Precinct 6",Secretary of State,,,Overvotes,0
Livingston,"Genoa Charter Township,Precinct 6",Secretary of State,,,Rejected,0
Livingston,"Genoa Charter Township,Precinct 6",Secretary of State,,,Unassigned,0
Livingston,"Genoa Charter Township,Precinct 6",Secretary of State,,,Absentee,1064
Livingston,"Genoa Charter Township,Precinct 6",Secretary of State,,,Election,751
Livingston,"Genoa Charter Township,Precinct 6",Secretary of State,,,Total,1815
Livingston,"Genoa Charter Township,Precinct 7",Secretary of State,,DEM,Jocelyn Benson,428
Livingston,"Genoa Charter Township,Precinct 7",Secretary of State,,REP,Kristina Elaine Karamo,460
Livingston,"Genoa Charter Township,Precinct 7",Secretary of State,,LIB,Gregory Scott Stempfle,12
Livingston,"Genoa Charter Township,Precinct 7",Secretary of State,,UST,Christine C. Schwartz,5
Livingston,"Genoa Charter Township,Precinct 7",Secretary of State,,GRN,Larry James Hutchinson Jr.,2
Livingston,"Genoa Charter Township,Precinct 7",Secretary of State,,,Cast Votes,907
Livingston,"Genoa Charter Township,Precinct 7",Secretary of State,,,Undervotes,17
Livingston,"Genoa Charter Township,Precinct 7",Secretary of State,,,Overvotes,0
Livingston,"Genoa Charter Township,Precinct 7",Secretary of State,,,Rejected,0
Livingston,"Genoa Charter Township,Precinct 7",Secretary of State,,,Unassigned,0
Livingston,"Genoa Charter Township,Precinct 7",Secretary of State,,,Absentee,429
Livingston,"Genoa Charter Township,Precinct 7",Secretary of State,,,Election,495
Livingston,"Genoa Charter Township,Precinct 7",Secretary of State,,,Total,924
Livingston,"Genoa Charter Township,Precinct 8",Secretary of State,,DEM,Jocelyn Benson,484
Livingston,"Genoa Charter Township,Precinct 8",Secretary of State,,REP,Kristina Elaine Karamo,580
Livingston,"Genoa Charter Township,Precinct 8",Secretary of State,,LIB,Gregory Scott Stempfle,13
Livingston,"Genoa Charter Township,Precinct 8",Secretary of State,,UST,Christine C. Schwartz,4
Livingston,"Genoa Charter Township,Precinct 8",Secretary of State,,GRN,Larry James Hutchinson Jr.,0
Livingston,"Genoa Charter Township,Precinct 8",Secretary of State,,,Cast Votes,1081
Livingston,"Genoa Charter Township,Precinct 8",Secretary of State,,,Undervotes,20
Livingston,"Genoa Charter Township,Precinct 8",Secretary of State,,,Overvotes,1
Livingston,"Genoa Charter Township,Precinct 8",Secretary of State,,,Rejected,0
Livingston,"Genoa Charter Township,Precinct 8",Secretary of State,,,Unassigned,0
Livingston,"Genoa Charter Township,Precinct 8",Secretary of State,,,Absentee,601
Livingston,"Genoa Charter Township,Precinct 8",Secretary of State,,,Election,501
Livingston,"Genoa Charter Township,Precinct 8",Secretary of State,,,Total,1102
Livingston,"Genoa Charter Township,Precinct 9",Secretary of State,,DEM,Jocelyn Benson,476
Livingston,"Genoa Charter Township,Precinct 9",Secretary of State,,REP,Kristina Elaine Karamo,531
Livingston,"Genoa Charter Township,Precinct 9",Secretary of State,,LIB,Gregory Scott Stempfle,11
Livingston,"Genoa Charter Township,Precinct 9",Secretary of State,,UST,Christine C. Schwartz,9
Livingston,"Genoa Charter Township,Precinct 9",Secretary of State,,GRN,Larry James Hutchinson Jr.,4
Livingston,"Genoa Charter Township,Precinct 9",Secretary of State,,,Cast Votes,1031
Livingston,"Genoa Charter Township,Precinct 9",Secretary of State,,,Undervotes,30
Livingston,"Genoa Charter Township,Precinct 9",Secretary of State,,,Overvotes,0
Livingston,"Genoa Charter Township,Precinct 9",Secretary of State,,,Rejected,2
Livingston,"Genoa Charter Township,Precinct 9",Secretary of State,,,Unassigned,0
Livingston,"Genoa Charter Township,Precinct 9",Secretary of State,,,Absentee,509
Livingston,"Genoa Charter Township,Precinct 9",Secretary of State,,,Election,554
Livingston,"Genoa Charter Township,Precinct 9",Secretary of State,,,Total,1063
Livingston,"Genoa Charter Township,Precinct 10",Secretary of State,,DEM,Jocelyn Benson,467
Livingston,"Genoa Charter Township,Precinct 10",Secretary of State,,REP,Kristina Elaine Karamo,661
Livingston,"Genoa Charter Township,Precinct 10",Secretary of State,,LIB,Gregory Scott Stempfle,8
Livingston,"Genoa Charter Township,Precinct 10",Secretary of State,,UST,Christine C. Schwartz,2
Livingston,"Genoa Charter Township,Precinct 10",Secretary of State,,GRN,Larry James Hutchinson Jr.,3
Livingston,"Genoa Charter Township,Precinct 10",Secretary of State,,,Cast Votes,1141
Livingston,"Genoa Charter Township,Precinct 10",Secretary of State,,,Undervotes,19
Livingston,"Genoa Charter Township,Precinct 10",Secretary of State,,,Overvotes,0
Livingston,"Genoa Charter Township,Precinct 10",Secretary of State,,,Rejected,0
Livingston,"Genoa Charter Township,Precinct 10",Secretary of State,,,Unassigned,0
Livingston,"Genoa Charter Township,Precinct 10",Secretary of State,,,Absentee,568
Livingston,"Genoa Charter Township,Precinct 10",Secretary of State,,,Election,592
Livingston,"Genoa Charter Township,Precinct 10",Secretary of State,,,Total,1160
Livingston,"Genoa Charter Township,Precinct 11",Secretary of State,,DEM,Jocelyn Benson,226
Livingston,"Genoa Charter Township,Precinct 11",Secretary of State,,REP,Kristina Elaine Karamo,260
Livingston,"Genoa Charter Township,Precinct 11",Secretary of State,,LIB,Gregory Scott Stempfle,3
Livingston,"Genoa Charter Township,Precinct 11",Secretary of State,,UST,Christine C. Schwartz,3
Livingston,"Genoa Charter Township,Precinct 11",Secretary of State,,GRN,Larry James Hutchinson Jr.,1
Livingston,"Genoa Charter Township,Precinct 11",Secretary of State,,,Cast Votes,493
Livingston,"Genoa Charter Township,Precinct 11",Secretary of State,,,Undervotes,5
Livingston,"Genoa Charter Township,Precinct 11",Secretary of State,,,Overvotes,0
Livingston,"Genoa Charter Township,Precinct 11",Secretary of State,,,Rejected,0
Livingston,"Genoa Charter Township,Precinct 11",Secretary of State,,,Unassigned,0
Livingston,"Genoa Charter Township,Precinct 11",Secretary of State,,,Absentee,203
Livingston,"Genoa Charter Township,Precinct 11",Secretary of State,,,Election,295
Livingston,"Genoa Charter Township,Precinct 11",Secretary of State,,,Total,498
Livingston,"Genoa Charter Township,Precinct 12",Secretary of State,,DEM,Jocelyn Benson,237
Livingston,"Genoa Charter Township,Precinct 12",Secretary of State,,REP,Kristina Elaine Karamo,242
Livingston,"Genoa Charter Township,Precinct 12",Secretary of State,,LIB,Gregory Scott Stempfle,7
Livingston,"Genoa Charter Township,Precinct 12",Secretary of State,,UST,Christine C. Schwartz,7
Livingston,"Genoa Charter Township,Precinct 12",Secretary of State,,GRN,Larry James Hutchinson Jr.,4
Livingston,"Genoa Charter Township,Precinct 12",Secretary of State,,,Cast Votes,497
Livingston,"Genoa Charter Township,Precinct 12",Secretary of State,,,Undervotes,3
Livingston,"Genoa Charter Township,Precinct 12",Secretary of State,,,Overvotes,0
Livingston,"Genoa Charter Township,Precinct 12",Secretary of State,,,Rejected,1
Livingston,"Genoa Charter Township,Precinct 12",Secretary of State,,,Unassigned,0
Livingston,"Genoa Charter Township,Precinct 12",Secretary of State,,,Absentee,223
Livingston,"Genoa Charter Township,Precinct 12",Secretary of State,,,Election,278
Livingston,"Genoa Charter Township,Precinct 12",Secretary of State,,,Total,501
Livingston,"Green Oak Charter Township,Precinct 1",Secretary of State,,DEM,Jocelyn Benson,692
Livingston,"Green Oak Charter Township,Precinct 1",Secretary of State,,REP,Kristina Elaine Karamo,722
Livingston,"Green Oak Charter Township,Precinct 1",Secretary of State,,LIB,Gregory Scott Stempfle,19
Livingston,"Green Oak Charter Township,Precinct 1",Secretary of State,,UST,Christine C. Schwartz,6
Livingston,"Green Oak Charter Township,Precinct 1",Secretary of State,,GRN,Larry James Hutchinson Jr.,8
Livingston,"Green Oak Charter Township,Precinct 1",Secretary of State,,,Cast Votes,1447
Livingston,"Green Oak Charter Township,Precinct 1",Secretary of State,,,Undervotes,26
Livingston,"Green Oak Charter Township,Precinct 1",Secretary of State,,,Overvotes,1
Livingston,"Green Oak Charter Township,Precinct 1",Secretary of State,,,Rejected,1
Livingston,"Green Oak Charter Township,Precinct 1",Secretary of State,,,Unassigned,0
Livingston,"Green Oak Charter Township,Precinct 1",Secretary of State,,,Absentee,672
Livingston,"Green Oak Charter Township,Precinct 1",Secretary of State,,,Election,803
Livingston,"Green Oak Charter Township,Precinct 1",Secretary of State,,,Total,1475
Livingston,"Green Oak Charter Township,Precinct 2",Secretary of State,,DEM,Jocelyn Benson,562
Livingston,"Green Oak Charter Township,Precinct 2",Secretary of State,,REP,Kristina Elaine Karamo,505
Livingston,"Green Oak Charter Township,Precinct 2",Secretary of State,,LIB,Gregory Scott Stempfle,16
Livingston,"Green Oak Charter Township,Precinct 2",Secretary of State,,UST,Christine C. Schwartz,9
Livingston,"Green Oak Charter Township,Precinct 2",Secretary of State,,GRN,Larry James Hutchinson Jr.,2
Livingston,"Green Oak Charter Township,Precinct 2",Secretary of State,,,Cast Votes,1094
Livingston,"Green Oak Charter Township,Precinct 2",Secretary of State,,,Undervotes,22
Livingston,"Green Oak Charter Township,Precinct 2",Secretary of State,,,Overvotes,0
Livingston,"Green Oak Charter Township,Precinct 2",Secretary of State,,,Rejected,0
Livingston,"Green Oak Charter Township,Precinct 2",Secretary of State,,,Unassigned,0
Livingston,"Green Oak Charter Township,Precinct 2",Secretary of State,,,Absentee,392
Livingston,"Green Oak Charter Township,Precinct 2",Secretary of State,,,Election,724
Livingston,"Green Oak Charter Township,Precinct 2",Secretary of State,,,Total,1116
Livingston,"Green Oak Charter Township,Precinct 3",Secretary of State,,DEM,Jocelyn Benson,712
Livingston,"Green Oak Charter Township,Precinct 3",Secretary of State,,REP,Kristina Elaine Karamo,654
Livingston,"Green Oak Charter Township,Precinct 3",Secretary of State,,LIB,Gregory Scott Stempfle,23
Livingston,"Green Oak Charter Township,Precinct 3",Secretary of State,,UST,Christine C. Schwartz,15
Livingston,"Green Oak Charter Township,Precinct 3",Secretary of State,,GRN,Larry James Hutchinson Jr.,5
Livingston,"Green Oak Charter Township,Precinct 3",Secretary of State,,,Cast Votes,1409
Livingston,"Green Oak Charter Township,Precinct 3",Secretary of State,,,Undervotes,24
Livingston,"Green Oak Charter Township,Precinct 3",Secretary of State,,,Overvotes,0
Livingston,"Green Oak Charter Township,Precinct 3",Secretary of State,,,Rejected,1
Livingston,"Green Oak Charter Township,Precinct 3",Secretary of State,,,Unassigned,0
Livingston,"Green Oak Charter Township,Precinct 3",Secretary of State,,,Absentee,609
Livingston,"Green Oak Charter Township,Precinct 3",Secretary of State,,,Election,825
Livingston,"Green Oak Charter Township,Precinct 3",Secretary of State,,,Total,1434
Livingston,"Green Oak Charter Township,Precinct 4",Secretary of State,,DEM,Jocelyn Benson,738
Livingston,"Green Oak Charter Township,Precinct 4",Secretary of State,,REP,Kristina Elaine Karamo,809
Livingston,"Green Oak Charter Township,Precinct 4",Secretary of State,,LIB,Gregory Scott Stempfle,24
Livingston,"Green Oak Charter Township,Precinct 4",Secretary of State,,UST,Christine C. Schwartz,10
Livingston,"Green Oak Charter Township,Precinct 4",Secretary of State,,GRN,Larry James Hutchinson Jr.,9
Livingston,"Green Oak Charter Township,Precinct 4",Secretary of State,,,Cast Votes,1590
Livingston,"Green Oak Charter Township,Precinct 4",Secretary of State,,,Undervotes,31
Livingston,"Green Oak Charter Township,Precinct 4",Secretary of State,,,Overvotes,0
Livingston,"Green Oak Charter Township,Precinct 4",Secretary of State,,,Rejected,0
Livingston,"Green Oak Charter Township,Precinct 4",Secretary of State,,,Unassigned,0
Livingston,"Green Oak Charter Township,Precinct 4",Secretary of State,,,Absentee,734
Livingston,"Green Oak Charter Township,Precinct 4",Secretary of State,,,Election,887
Livingston,"Green Oak Charter Township,Precinct 4",Secretary of State,,,Total,1621
Livingston,"Green Oak Charter Township,Precinct 5",Secretary of State,,DEM,Jocelyn Benson,647
Livingston,"Green Oak Charter Township,Precinct 5",Secretary of State,,REP,Kristina Elaine Karamo,706
Livingston,"Green Oak Charter Township,Precinct 5",Secretary of State,,LIB,Gregory Scott Stempfle,15
Livingston,"Green Oak Charter Township,Precinct 5",Secretary of State,,UST,Christine C. Schwartz,4
Livingston,"Green Oak Charter Township,Precinct 5",Secretary of State,,GRN,Larry James Hutchinson Jr.,4
Livingston,"Green Oak Charter Township,Precinct 5",Secretary of State,,,Cast Votes,1376
Livingston,"Green Oak Charter Township,Precinct 5",Secretary of State,,,Undervotes,21
Livingston,"Green Oak Charter Township,Precinct 5",Secretary of State,,,Overvotes,0
Livingston,"Green Oak Charter Township,Precinct 5",Secretary of State,,,Rejected,3
Livingston,"Green Oak Charter Township,Precinct 5",Secretary of State,,,Unassigned,0
Livingston,"Green Oak Charter Township,Precinct 5",Secretary of State,,,Absentee,694
Livingston,"Green Oak Charter Township,Precinct 5",Secretary of State,,,Election,706
Livingston,"Green Oak Charter Township,Precinct 5",Secretary of State,,,Total,1400
Livingston,"Green Oak Charter Township,Precinct 6",Secretary of State,,DEM,Jocelyn Benson,744
Livingston,"Green Oak Charter Township,Precinct 6",Secretary of State,,REP,Kristina Elaine Karamo,733
Livingston,"Green Oak Charter Township,Precinct 6",Secretary of State,,LIB,Gregory Scott Stempfle,16
Livingston,"Green Oak Charter Township,Precinct 6",Secretary of State,,UST,Christine C. Schwartz,5
Livingston,"Green Oak Charter Township,Precinct 6",Secretary of State,,GRN,Larry James Hutchinson Jr.,6
Livingston,"Green Oak Charter Township,Precinct 6",Secretary of State,,,Cast Votes,1504
Livingston,"Green Oak Charter Township,Precinct 6",Secretary of State,,,Undervotes,41
Livingston,"Green Oak Charter Township,Precinct 6",Secretary of State,,,Overvotes,1
Livingston,"Green Oak Charter Township,Precinct 6",Secretary of State,,,Rejected,0
Livingston,"Green Oak Charter Township,Precinct 6",Secretary of State,,,Unassigned,0
Livingston,"Green Oak Charter Township,Precinct 6",Secretary of State,,,Absentee,784
Livingston,"Green Oak Charter Township,Precinct 6",Secretary of State,,,Election,762
Livingston,"Green Oak Charter Township,Precinct 6",Secretary of State,,,Total,1546
Livingston,"Green Oak Charter Township,Precinct 7",Secretary of State,,DEM,Jocelyn Benson,342
Livingston,"Green Oak Charter Township,Precinct 7",Secretary of State,,REP,Kristina Elaine Karamo,331
Livingston,"Green Oak Charter Township,Precinct 7",Secretary of State,,LIB,Gregory Scott Stempfle,14
Livingston,"Green Oak Charter Township,Precinct 7",Secretary of State,,UST,Christine C. Schwartz,3
Livingston,"Green Oak Charter Township,Precinct 7",Secretary of State,,GRN,Larry James Hutchinson Jr.,4
Livingston,"Green Oak Charter Township,Precinct 7",Secretary of State,,,Cast Votes,694
Livingston,"Green Oak Charter Township,Precinct 7",Secretary of State,,,Undervotes,9
Livingston,"Green Oak Charter Township,Precinct 7",Secretary of State,,,Overvotes,0
Livingston,"Green Oak Charter Township,Precinct 7",Secretary of State,,,Rejected,0
Livingston,"Green Oak Charter Township,Precinct 7",Secretary of State,,,Unassigned,0
Livingston,"Green Oak Charter Township,Precinct 7",Secretary of State,,,Absentee,308
Livingston,"Green Oak Charter Township,Precinct 7",Secretary of State,,,Election,395
Livingston,"Green Oak Charter Township,Precinct 7",Secretary of State,,,Total,703
Livingston,"Green Oak Charter Township,Precinct 8",Secretary of State,,DEM,Jocelyn Benson,658
Livingston,"Green Oak Charter Township,Precinct 8",Secretary of State,,REP,Kristina Elaine Karamo,656
Livingston,"Green Oak Charter Township,Precinct 8",Secretary of State,,LIB,Gregory Scott Stempfle,23
Livingston,"Green Oak Charter Township,Precinct 8",Secretary of State,,UST,Christine C. Schwartz,4
Livingston,"Green Oak Charter Township,Precinct 8",Secretary of State,,GRN,Larry James Hutchinson Jr.,1
Livingston,"Green Oak Charter Township,Precinct 8",Secretary of State,,,Cast Votes,1342
Livingston,"Green Oak Charter Township,Precinct 8",Secretary of State,,,Undervotes,24
Livingston,"Green Oak Charter Township,Precinct 8",Secretary of State,,,Overvotes,0
Livingston,"Green Oak Charter Township,Precinct 8",Secretary of State,,,Rejected,3
Livingston,"Green Oak Charter Township,Precinct 8",Secretary of State,,,Unassigned,0
Livingston,"Green Oak Charter Township,Precinct 8",Secretary of State,,,Absentee,585
Livingston,"Green Oak Charter Township,Precinct 8",Secretary of State,,,Election,784
Livingston,"Green Oak Charter Township,Precinct 8",Secretary of State,,,Total,1369
Livingston,"Green Oak Charter Township,Precinct 9",Secretary of State,,DEM,Jocelyn Benson,405
Livingston,"Green Oak Charter Township,Precinct 9",Secretary of State,,REP,Kristina Elaine Karamo,433
Livingston,"Green Oak Charter Township,Precinct 9",Secretary of State,,LIB,Gregory Scott Stempfle,16
Livingston,"Green Oak Charter Township,Precinct 9",Secretary of State,,UST,Christine C. Schwartz,2
Livingston,"Green Oak Charter Township,Precinct 9",Secretary of State,,GRN,Larry James Hutchinson Jr.,4
Livingston,"Green Oak Charter Township,Precinct 9",Secretary of State,,,Cast Votes,860
Livingston,"Green Oak Charter Township,Precinct 9",Secretary of State,,,Undervotes,11
Livingston,"Green Oak Charter Township,Precinct 9",Secretary of State,,,Overvotes,0
Livingston,"Green Oak Charter Township,Precinct 9",Secretary of State,,,Rejected,0
Livingston,"Green Oak Charter Township,Precinct 9",Secretary of State,,,Unassigned,0
Livingston,"Green Oak Charter Township,Precinct 9",Secretary of State,,,Absentee,429
Livingston,"Green Oak Charter Township,Precinct 9",Secretary of State,,,Election,442
Livingston,"Green Oak Charter Township,Precinct 9",Secretary of State,,,Total,871
Livingston,"Hamburg Township, Precinct1",Secretary of State,,DEM,Jocelyn Benson,1106
Livingston,"Hamburg Township, Precinct1",Secretary of State,,REP,Kristina Elaine Karamo,1037
Livingston,"Hamburg Township, Precinct1",Secretary of State,,LIB,Gregory Scott Stempfle,34
Livingston,"Hamburg Township, Precinct1",Secretary of State,,UST,Christine C. Schwartz,8
Livingston,"Hamburg Township, Precinct1",Secretary of State,,GRN,Larry James Hutchinson Jr.,4
Livingston,"Hamburg Township, Precinct1",Secretary of State,,,Cast Votes,2189
Livingston,"Hamburg Township, Precinct1",Secretary of State,,,Undervotes,39
Livingston,"Hamburg Township, Precinct1",Secretary of State,,,Overvotes,0
Livingston,"Hamburg Township, Precinct1",Secretary of State,,,Rejected,0
Livingston,"Hamburg Township, Precinct1",Secretary of State,,,Unassigned,0
Livingston,"Hamburg Township, Precinct1",Secretary of State,,,Absentee,1194
Livingston,"Hamburg Township, Precinct1",Secretary of State,,,Election,1034
Livingston,"Hamburg Township, Precinct1",Secretary of State,,,Total,2228
Livingston,"Hamburg Township, Precinct2",Secretary of State,,DEM,Jocelyn Benson,870
Livingston,"Hamburg Township, Precinct2",Secretary of State,,REP,Kristina Elaine Karamo,734
Livingston,"Hamburg Township, Precinct2",Secretary of State,,LIB,Gregory Scott Stempfle,31
Livingston,"Hamburg Township, Precinct2",Secretary of State,,UST,Christine C. Schwartz,4
Livingston,"Hamburg Township, Precinct2",Secretary of State,,GRN,Larry James Hutchinson Jr.,3
Livingston,"Hamburg Township, Precinct2",Secretary of State,,,Cast Votes,1642
Livingston,"Hamburg Township, Precinct2",Secretary of State,,,Undervotes,32
Livingston,"Hamburg Township, Precinct2",Secretary of State,,,Overvotes,0
Livingston,"Hamburg Township, Precinct2",Secretary of State,,,Rejected,0
Livingston,"Hamburg Township, Precinct2",Secretary of State,,,Unassigned,0
Livingston,"Hamburg Township, Precinct2",Secretary of State,,,Absentee,748
Livingston,"Hamburg Township, Precinct2",Secretary of State,,,Election,926
Livingston,"Hamburg Township, Precinct2",Secretary of State,,,Total,1674
Livingston,"Hamburg Township, Precinct3",Secretary of State,,DEM,Jocelyn Benson,953
Livingston,"Hamburg Township, Precinct3",Secretary of State,,REP,Kristina Elaine Karamo,899
Livingston,"Hamburg Township, Precinct3",Secretary of State,,LIB,Gregory Scott Stempfle,23
Livingston,"Hamburg Township, Precinct3",Secretary of State,,UST,Christine C. Schwartz,10
Livingston,"Hamburg Township, Precinct3",Secretary of State,,GRN,Larry James Hutchinson Jr.,3
Livingston,"Hamburg Township, Precinct3",Secretary of State,,,Cast Votes,1888
Livingston,"Hamburg Township, Precinct3",Secretary of State,,,Undervotes,35
Livingston,"Hamburg Township, Precinct3",Secretary of State,,,Overvotes,1
Livingston,"Hamburg Township, Precinct3",Secretary of State,,,Rejected,0
Livingston,"Hamburg Township, Precinct3",Secretary of State,,,Unassigned,0
Livingston,"Hamburg Township, Precinct3",Secretary of State,,,Absentee,990
Livingston,"Hamburg Township, Precinct3",Secretary of State,,,Election,934
Livingston,"Hamburg Township, Precinct3",Secretary of State,,,Total,1924
Livingston,"Hamburg Township, Precinct4",Secretary of State,,DEM,Jocelyn Benson,950
Livingston,"Hamburg Township, Precinct4",Secretary of State,,REP,Kristina Elaine Karamo,743
Livingston,"Hamburg Township, Precinct4",Secretary of State,,LIB,Gregory Scott Stempfle,29
Livingston,"Hamburg Township, Precinct4",Secretary of State,,UST,Christine C. Schwartz,5
Livingston,"Hamburg Township, Precinct4",Secretary of State,,GRN,Larry James Hutchinson Jr.,7
Livingston,"Hamburg Township, Precinct4",Secretary of State,,,Cast Votes,1734
Livingston,"Hamburg Township, Precinct4",Secretary of State,,,Undervotes,26
Livingston,"Hamburg Township, Precinct4",Secretary of State,,,Overvotes,1
Livingston,"Hamburg Township, Precinct4",Secretary of State,,,Rejected,0
Livingston,"Hamburg Township, Precinct4",Secretary of State,,,Unassigned,0
Livingston,"Hamburg Township, Precinct4",Secretary of State,,,Absentee,899
Livingston,"Hamburg Township, Precinct4",Secretary of State,,,Election,862
Livingston,"Hamburg Township, Precinct4",Secretary of State,,,Total,1761
Livingston,"Hamburg Township, Precinct5",Secretary of State,,DEM,Jocelyn Benson,745
Livingston,"Hamburg Township, Precinct5",Secretary of State,,REP,Kristina Elaine Karamo,647
Livingston,"Hamburg Township, Precinct5",Secretary of State,,LIB,Gregory Scott Stempfle,16
Livingston,"Hamburg Township, Precinct5",Secretary of State,,UST,Christine C. Schwartz,7
Livingston,"Hamburg Township, Precinct5",Secretary of State,,GRN,Larry James Hutchinson Jr.,3
Livingston,"Hamburg Township, Precinct5",Secretary of State,,,Cast Votes,1418
Livingston,"Hamburg Township, Precinct5",Secretary of State,,,Undervotes,16
Livingston,"Hamburg Township, Precinct5",Secretary of State,,,Overvotes,0
Livingston,"Hamburg Township, Precinct5",Secretary of State,,,Rejected,1
Livingston,"Hamburg Township, Precinct5",Secretary of State,,,Unassigned,0
Livingston,"Hamburg Township, Precinct5",Secretary of State,,,Absentee,675
Livingston,"Hamburg Township, Precinct5",Secretary of State,,,Election,760
Livingston,"Hamburg Township, Precinct5",Secretary of State,,,Total,1435
Livingston,"Hamburg Township, Precinct6",Secretary of State,,DEM,Jocelyn Benson,1056
Livingston,"Hamburg Township, Precinct6",Secretary of State,,REP,Kristina Elaine Karamo,904
Livingston,"Hamburg Township, Precinct6",Secretary of State,,LIB,Gregory Scott Stempfle,25
Livingston,"Hamburg Township, Precinct6",Secretary of State,,UST,Christine C. Schwartz,6
Livingston,"Hamburg Township, Precinct6",Secretary of State,,GRN,Larry James Hutchinson Jr.,1
Livingston,"Hamburg Township, Precinct6",Secretary of State,,,Cast Votes,1992
Livingston,"Hamburg Township, Precinct6",Secretary of State,,,Undervotes,37
Livingston,"Hamburg Township, Precinct6",Secretary of State,,,Overvotes,1
Livingston,"Hamburg Township, Precinct6",Secretary of State,,,Rejected,0
Livingston,"Hamburg Township, Precinct6",Secretary of State,,,Unassigned,0
Livingston,"Hamburg Township, Precinct6",Secretary of State,,,Absentee,1124
Livingston,"Hamburg Township, Precinct6",Secretary of State,,,Election,906
Livingston,"Hamburg Township, Precinct6",Secretary of State,,,Total,2030
Livingston,"Hamburg Township, Precinct7",Secretary of State,,DEM,Jocelyn Benson,628
Livingston,"Hamburg Township, Precinct7",Secretary of State,,REP,Kristina Elaine Karamo,552
Livingston,"Hamburg Township, Precinct7",Secretary of State,,LIB,Gregory Scott Stempfle,14
Livingston,"Hamburg Township, Precinct7",Secretary of State,,UST,Christine C. Schwartz,6
Livingston,"Hamburg Township, Precinct7",Secretary of State,,GRN,Larry James Hutchinson Jr.,4
Livingston,"Hamburg Township, Precinct7",Secretary of State,,,Cast Votes,1204
Livingston,"Hamburg Township, Precinct7",Secretary of State,,,Undervotes,15
Livingston,"Hamburg Township, Precinct7",Secretary of State,,,Overvotes,0
Livingston,"Hamburg Township, Precinct7",Secretary of State,,,Rejected,1
Livingston,"Hamburg Township, Precinct7",Secretary of State,,,Unassigned,0
Livingston,"Hamburg Township, Precinct7",Secretary of State,,,Absentee,576
Livingston,"Hamburg Township, Precinct7",Secretary of State,,,Election,644
Livingston,"Hamburg Township, Precinct7",Secretary of State,,,Total,1220
Livingston,"Hamburg Township, Precinct8",Secretary of State,,DEM,Jocelyn Benson,524
Livingston,"Hamburg Township, Precinct8",Secretary of State,,REP,Kristina Elaine Karamo,436
Livingston,"Hamburg Township, Precinct8",Secretary of State,,LIB,Gregory Scott Stempfle,14
Livingston,"Hamburg Township, Precinct8",Secretary of State,,UST,Christine C. Schwartz,7
Livingston,"Hamburg Township, Precinct8",Secretary of State,,GRN,Larry James Hutchinson Jr.,2
Livingston,"Hamburg Township, Precinct8",Secretary of State,,,Cast Votes,983
Livingston,"Hamburg Township, Precinct8",Secretary of State,,,Undervotes,15
Livingston,"Hamburg Township, Precinct8",Secretary of State,,,Overvotes,0
Livingston,"Hamburg Township, Precinct8",Secretary of State,,,Rejected,0
Livingston,"Hamburg Township, Precinct8",Secretary of State,,,Unassigned,0
Livingston,"Hamburg Township, Precinct8",Secretary of State,,,Absentee,425
Livingston,"Hamburg Township, Precinct8",Secretary of State,,,Election,573
Livingston,"Hamburg Township, Precinct8",Secretary of State,,,Total,998
Livingston,"Handy Township, Precinct 1",Secretary of State,,DEM,Jocelyn Benson,438
Livingston,"Handy Township, Precinct 1",Secretary of State,,REP,Kristina Elaine Karamo,644
Livingston,"Handy Township, Precinct 1",Secretary of State,,LIB,Gregory Scott Stempfle,19
Livingston,"Handy Township, Precinct 1",Secretary of State,,UST,Christine C. Schwartz,11
Livingston,"Handy Township, Precinct 1",Secretary of State,,GRN,Larry James Hutchinson Jr.,3
Livingston,"Handy Township, Precinct 1",Secretary of State,,,Cast Votes,1115
Livingston,"Handy Township, Precinct 1",Secretary of State,,,Undervotes,32
Livingston,"Handy Township, Precinct 1",Secretary of State,,,Overvotes,0
Livingston,"Handy Township, Precinct 1",Secretary of State,,,Rejected,0
Livingston,"Handy Township, Precinct 1",Secretary of State,,,Unassigned,0
Livingston,"Handy Township, Precinct 1",Secretary of State,,,Absentee,359
Livingston,"Handy Township, Precinct 1",Secretary of State,,,Election,788
Livingston,"Handy Township, Precinct 1",Secretary of State,,,Total,1147
Livingston,"Handy Township, Precinct 2",Secretary of State,,DEM,Jocelyn Benson,491
Livingston,"Handy Township, Precinct 2",Secretary of State,,REP,Kristina Elaine Karamo,537
Livingston,"Handy Township, Precinct 2",Secretary of State,,LIB,Gregory Scott Stempfle,29
Livingston,"Handy Township, Precinct 2",Secretary of State,,UST,Christine C. Schwartz,17
Livingston,"Handy Township, Precinct 2",Secretary of State,,GRN,Larry James Hutchinson Jr.,4
Livingston,"Handy Township, Precinct 2",Secretary of State,,,Cast Votes,1078
Livingston,"Handy Township, Precinct 2",Secretary of State,,,Undervotes,26
