county,precinct,office,district,party,candidate,votes
Livingston,"Conway Township, Precinct 1",State Senate,37,UST,Victoria McCasey,17
Livingston,"Conway Township, Precinct 1",State Senate,37,,Cast Votes,1805
Livingston,"Conway Township, Precinct 1",State Senate,37,,Undervotes,62
Livingston,"Conway Township, Precinct 1",State Senate,37,,Overvotes,2
Livingston,"Conway Township, Precinct 1",State Senate,37,,Rejected,3
Livingston,"Conway Township, Precinct 1",State Senate,37,,Unassigned,0
Livingston,"Conway Township, Precinct 1",State Senate,37,,Absentee,580
Livingston,"Conway Township, Precinct 1",State Senate,37,,Election,1292
Livingston,"Conway Township, Precinct 1",State Senate,37,,Total,1872
Livingston,"Deerfield Township, Precinct 1",State Senate,37,DEM,Jordan Genso,340
Livingston,"Deerfield Township, Precinct 1",State Senate,37,REP,Lana L. Theis,716
Livingston,"Deerfield Township, Precinct 1",State Senate,37,LIB,Jon Elgas,14
Livingston,"Deerfield Township, Precinct 1",State Senate,37,UST,Victoria McCasey,10
Livingston,"Deerfield Township, Precinct 1",State Senate,37,,Cast Votes,1080
Livingston,"Deerfield Township, Precinct 1",State Senate,37,,Undervotes,46
Livingston,"Deerfield Township, Precinct 1",State Senate,37,,Overvotes,0
Livingston,"Deerfield Township, Precinct 1",State Senate,37,,Rejected,3
Livingston,"Deerfield Township, Precinct 1",State Senate,37,,Unassigned,0
Livingston,"Deerfield Township, Precinct 1",State Senate,37,,Absentee,417
Livingston,"Deerfield Township, Precinct 1",State Senate,37,,Election,712
Livingston,"Deerfield Township, Precinct 1",State Senate,37,,Total,1129
Livingston,"Deerfield Township, Precinct 2",State Senate,37,DEM,Jordan Genso,293
Livingston,"Deerfield Township, Precinct 2",State Senate,37,REP,Lana L. Theis,893
Livingston,"Deerfield Township, Precinct 2",State Senate,37,LIB,Jon Elgas,22
Livingston,"Deerfield Township, Precinct 2",State Senate,37,UST,Victoria McCasey,8
Livingston,"Deerfield Township, Precinct 2",State Senate,37,,Cast Votes,1216
Livingston,"Deerfield Township, Precinct 2",State Senate,37,,Undervotes,44
Livingston,"Deerfield Township, Precinct 2",State Senate,37,,Overvotes,1
Livingston,"Deerfield Township, Precinct 2",State Senate,37,,Rejected,0
Livingston,"Deerfield Township, Precinct 2",State Senate,37,,Unassigned,0
Livingston,"Deerfield Township, Precinct 2",State Senate,37,,Absentee,426
Livingston,"Deerfield Township, Precinct 2",State Senate,37,,Election,835
Livingston,"Deerfield Township, Precinct 2",State Senate,37,,Total,1261
Livingston,"Genoa Charter Township,Precinct 1",State Senate,37,DEM,Jordan Genso,494
Livingston,"Genoa Charter Township,Precinct 1",State Senate,37,REP,Lana L. Theis,731
Livingston,"Genoa Charter Township,Precinct 1",State Senate,37,LIB,Jon Elgas,22
Livingston,"Genoa Charter Township,Precinct 1",State Senate,37,UST,Victoria McCasey,10
Livingston,"Genoa Charter Township,Precinct 1",State Senate,37,,Cast Votes,1257
Livingston,"Genoa Charter Township,Precinct 1",State Senate,37,,Undervotes,44
Livingston,"Genoa Charter Township,Precinct 1",State Senate,37,,Overvotes,0
Livingston,"Genoa Charter Township,Precinct 1",State Senate,37,,Rejected,0
Livingston,"Genoa Charter Township,Precinct 1",State Senate,37,,Unassigned,0
Livingston,"Genoa Charter Township,Precinct 1",State Senate,37,,Absentee,571
Livingston,"Genoa Charter Township,Precinct 1",State Senate,37,,Election,730
Livingston,"Genoa Charter Township,Precinct 1",State Senate,37,,Total,1301
Livingston,"Genoa Charter Township,Precinct 2",State Senate,37,DEM,Jordan Genso,219
Livingston,"Genoa Charter Township,Precinct 2",State Senate,37,REP,Lana L. Theis,352
