county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"Egelston Township, Precinct 1",Straight Party,,Democratic,DEM,316,0,316
Muskegon,"Egelston Township, Precinct 1",Straight Party,,Republican,REP,359,0,359
Muskegon,"Egelston Township, Precinct 1",Straight Party,,Libertarian,LIB,5,0,5
Muskegon,"Egelston Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,3,0,3
Muskegon,"Egelston Township, Precinct 1",Straight Party,,Working Class,WC,7,0,7
Muskegon,"Egelston Township, Precinct 1",Straight Party,,Green,GRN,2,0,2
Muskegon,"Egelston Township, Precinct 1",Straight Party,,Natural Law,NLP,0,0,0
Muskegon,"Egelston Township, Precinct 1",Straight Party,,Cast Votes,,692,0,692
Muskegon,"Egelston Township, Precinct 1",Straight Party,,Overvotes,,0,0,0
Muskegon,"Egelston Township, Precinct 1",Straight Party,,Unresolved,,0,0,0
