county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"Fruitport Charter Township, Precinct 2",Governor,,Gretchen Whitmer,DEM,245,364,609
Muskegon,"Fruitport Charter Township, Precinct 2",Governor,,Tudor M. Dixon,REP,496,210,706
Muskegon,"Fruitport Charter Township, Precinct 2",Governor,,Mary Buzuma,LIB,21,5,26
Muskegon,"Fruitport Charter Township, Precinct 2",Governor,,Donna Brandenburg,UST,5,4,9
Muskegon,"Fruitport Charter Township, Precinct 2",Governor,,Kevin Hogan,GRN,1,2,3
Muskegon,"Fruitport Charter Township, Precinct 2",Governor,,Daryl M. Simpson,NLP,2,0,2
Muskegon,"Fruitport Charter Township, Precinct 2",Governor,,Bob Scott (W),,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 2",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 2",Governor,,Ervin Joseph Lamie (W),,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 2",Governor,,Eugene Rosell Hunt Jr (W),,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 2",Governor,,Evan S Space (W),,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 2",Governor,,Joseph Irving (W),,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 2",Governor,,Joseph Michael Hunt (W),,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 2",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 2",Governor,,Justi Paul Blackburn (W),,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 2",Governor,,Michael David Kelly (W),,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 2",Governor,,Michael Ray Deck (W),,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 2",Governor,,Cast Votes,,770,585,1355
Muskegon,"Fruitport Charter Township, Precinct 2",Governor,,Overvotes,,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 2",Governor,,Unresolved,,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 2",Secretary of State,,,,,,
Muskegon,"Fruitport Charter Township, Precinct 2",Secretary of State,,Jocelyn Benson,DEM,272,376,648
Muskegon,"Fruitport Charter Township, Precinct 2",Secretary of State,,Kristina Elaine Karamo,REP,452,188,640
Muskegon,"Fruitport Charter Township, Precinct 2",Secretary of State,,Gregory Scott Stempfle,LIB,20,5,25
Muskegon,"Fruitport Charter Township, Precinct 2",Secretary of State,,Christine C. Schwartz,UST,7,4,11
Muskegon,"Fruitport Charter Township, Precinct 2",Secretary of State,,"Larry James Hutchinson, Jr.",GRN,1,4,5
Muskegon,"Fruitport Charter Township, Precinct 2",Secretary of State,,Cast Votes,,752,577,1329
Muskegon,"Fruitport Charter Township, Precinct 2",Secretary of State,,Overvotes,,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 2",Secretary of State,,Unresolved,,0,0,0
