county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"White River Township, Precinct 1",Straight Party,,Democratic,DEM,183,0,183
Muskegon,"White River Township, Precinct 1",Straight Party,,Republican,REP,253,0,253
Muskegon,"White River Township, Precinct 1",Straight Party,,Libertarian,LIB,1,0,1
Muskegon,"White River Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,1,0,1
Muskegon,"White River Township, Precinct 1",Straight Party,,Working Class,WC,2,0,2
Muskegon,"White River Township, Precinct 1",Straight Party,,Green,GRN,0,0,0
Muskegon,"White River Township, Precinct 1",Straight Party,,Natural Law,NLP,1,0,1
Muskegon,"White River Township, Precinct 1",Straight Party,,Cast Votes,,441,0,441
Muskegon,"White River Township, Precinct 1",Straight Party,,Overvotes,,1,0,1
Muskegon,"White River Township, Precinct 1",Straight Party,,Unresolved,,0,0,0
