county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"City of Muskegon Heights, Precinct 3",Governor,,Gretchen Whitmer,DEM,480,0,480
Muskegon,"City of Muskegon Heights, Precinct 3",Governor,,Tudor M. Dixon,REP,46,0,46
Muskegon,"City of Muskegon Heights, Precinct 3",Governor,,Mary Buzuma,LIB,7,0,7
Muskegon,"City of Muskegon Heights, Precinct 3",Governor,,Donna Brandenburg,UST,5,0,5
Muskegon,"City of Muskegon Heights, Precinct 3",Governor,,Kevin Hogan,GRN,1,0,1
Muskegon,"City of Muskegon Heights, Precinct 3",Governor,,Daryl M. Simpson,NLP,3,0,3
Muskegon,"City of Muskegon Heights, Precinct 3",Governor,,Bob Scott (W),,0,0,0
Muskegon,"City of Muskegon Heights, Precinct 3",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Muskegon,"City of Muskegon Heights, Precinct 3",Governor,,Ervin Joseph Lamie (W),,0,0,0
Muskegon,"City of Muskegon Heights, Precinct 3",Governor,,Eugene Rosell Hunt Jr (W),,0,0,0
Muskegon,"City of Muskegon Heights, Precinct 3",Governor,,Evan S Space (W),,0,0,0
Muskegon,"City of Muskegon Heights, Precinct 3",Governor,,Joseph Irving (W),,0,0,0
Muskegon,"City of Muskegon Heights, Precinct 3",Governor,,Joseph Michael Hunt (W),,0,0,0
Muskegon,"City of Muskegon Heights, Precinct 3",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Muskegon,"City of Muskegon Heights, Precinct 3",Governor,,Justi Paul Blackburn (W),,0,0,0
Muskegon,"City of Muskegon Heights, Precinct 3",Governor,,Michael David Kelly (W),,0,0,0
Muskegon,"City of Muskegon Heights, Precinct 3",Governor,,Michael Ray Deck (W),,0,0,0
Muskegon,"City of Muskegon Heights, Precinct 3",Governor,,Cast Votes,,542,0,542
Muskegon,"City of Muskegon Heights, Precinct 3",Governor,,Overvotes,,4,0,4
Muskegon,"City of Muskegon Heights, Precinct 3",Governor,,Unresolved,,0,0,0
Muskegon,"City of Muskegon Heights, Precinct 3",Secretary of State,,,,,,
Muskegon,"City of Muskegon Heights, Precinct 3",Secretary of State,,Jocelyn Benson,DEM,489,0,489
Muskegon,"City of Muskegon Heights, Precinct 3",Secretary of State,,Kristina Elaine Karamo,REP,38,0,38
Muskegon,"City of Muskegon Heights, Precinct 3",Secretary of State,,Gregory Scott Stempfle,LIB,8,0,8
Muskegon,"City of Muskegon Heights, Precinct 3",Secretary of State,,Christine C. Schwartz,UST,4,0,4
Muskegon,"City of Muskegon Heights, Precinct 3",Secretary of State,,"Larry James Hutchinson, Jr.",GRN,1,0,1
Muskegon,"City of Muskegon Heights, Precinct 3",Secretary of State,,Cast Votes,,540,0,540
Muskegon,"City of Muskegon Heights, Precinct 3",Secretary of State,,Overvotes,,2,0,2
Muskegon,"City of Muskegon Heights, Precinct 3",Secretary of State,,Unresolved,,0,0,0
