county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"City of Norton Shores, Precinct 2",Attorney General,,Dana Nessel,DEM,291,467,758
Muskegon,"City of Norton Shores, Precinct 2",Attorney General,,Matthew DePerno,REP,347,185,532
Muskegon,"City of Norton Shores, Precinct 2",Attorney General,,"Joseph W. McHugh, Jr.",LIB,22,5,27
Muskegon,"City of Norton Shores, Precinct 2",Attorney General,,Gerald T. Van Sickle,UST,8,5,13
Muskegon,"City of Norton Shores, Precinct 2",Attorney General,,Cast Votes,,668,662,1330
Muskegon,"City of Norton Shores, Precinct 2",Attorney General,,Overvotes,,0,1,1
Muskegon,"City of Norton Shores, Precinct 2",Attorney General,,Unresolved,,0,0,0
Muskegon,"City of Norton Shores, Precinct 2",U.S. House,3,,,,,
Muskegon,"City of Norton Shores, Precinct 2",U.S. House,3,Hillary Scholten,DEM,309,466,775
Muskegon,"City of Norton Shores, Precinct 2",U.S. House,3,John Gibbs,REP,338,176,514
Muskegon,"City of Norton Shores, Precinct 2",U.S. House,3,Jamie Lewis,LIB,24,12,36
Muskegon,"City of Norton Shores, Precinct 2",U.S. House,3,Louis Palus,WC,10,11,21
Muskegon,"City of Norton Shores, Precinct 2",U.S. House,3,Cast Votes,,681,665,1346
Muskegon,"City of Norton Shores, Precinct 2",U.S. House,3,Overvotes,,0,0,0
Muskegon,"City of Norton Shores, Precinct 2",U.S. House,3,Unresolved,,0,0,0
Muskegon,"City of Norton Shores, Precinct 2",State Senate,32,,,,,
Muskegon,"City of Norton Shores, Precinct 2",State Senate,32,Terry J. Sabo,DEM,299,435,734
Muskegon,"City of Norton Shores, Precinct 2",State Senate,32,Jon C. Bumstead,REP,371,232,603
Muskegon,"City of Norton Shores, Precinct 2",State Senate,32,Cast Votes,,670,667,1337
Muskegon,"City of Norton Shores, Precinct 2",State Senate,32,Overvotes,,0,0,0
Muskegon,"City of Norton Shores, Precinct 2",State Senate,32,Unresolved,,0,0,0
Muskegon,"City of Norton Shores, Precinct 2",State House,88,,,,,
Muskegon,"City of Norton Shores, Precinct 2",State House,88,Christine Baker,DEM,250,394,644
Muskegon,"City of Norton Shores, Precinct 2",State House,88,Greg VanWoerkom,REP,387,261,648
Muskegon,"City of Norton Shores, Precinct 2",State House,88,Marv Bolthouse,LIB,28,5,33
Muskegon,"City of Norton Shores, Precinct 2",State House,88,Cast Votes,,665,660,1325
Muskegon,"City of Norton Shores, Precinct 2",State House,88,Overvotes,,0,0,0
Muskegon,"City of Norton Shores, Precinct 2",State House,88,Unresolved,,0,0,0
