county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"City of Norton Shores, Precinct 9",Governor,,Gretchen Whitmer,DEM,342,535,877
Muskegon,"City of Norton Shores, Precinct 9",Governor,,Tudor M. Dixon,REP,505,347,852
Muskegon,"City of Norton Shores, Precinct 9",Governor,,Mary Buzuma,LIB,15,1,16
Muskegon,"City of Norton Shores, Precinct 9",Governor,,Donna Brandenburg,UST,4,4,8
Muskegon,"City of Norton Shores, Precinct 9",Governor,,Kevin Hogan,GRN,0,3,3
Muskegon,"City of Norton Shores, Precinct 9",Governor,,Daryl M. Simpson,NLP,0,0,0
Muskegon,"City of Norton Shores, Precinct 9",Governor,,Bob Scott (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 9",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 9",Governor,,Ervin Joseph Lamie (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 9",Governor,,Eugene Rosell Hunt Jr (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 9",Governor,,Evan S Space (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 9",Governor,,Joseph Irving (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 9",Governor,,Joseph Michael Hunt (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 9",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 9",Governor,,Justi Paul Blackburn (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 9",Governor,,Michael David Kelly (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 9",Governor,,Michael Ray Deck (W),,0,0,0
Muskegon,"City of Norton Shores, Precinct 9",Governor,,Cast Votes,,866,890,1756
Muskegon,"City of Norton Shores, Precinct 9",Governor,,Overvotes,,0,0,0
Muskegon,"City of Norton Shores, Precinct 9",Governor,,Unresolved,,0,0,0
Muskegon,"City of Norton Shores, Precinct 9",Secretary of State,,,,,,
Muskegon,"City of Norton Shores, Precinct 9",Secretary of State,,Jocelyn Benson,DEM,363,576,939
Muskegon,"City of Norton Shores, Precinct 9",Secretary of State,,Kristina Elaine Karamo,REP,469,295,764
Muskegon,"City of Norton Shores, Precinct 9",Secretary of State,,Gregory Scott Stempfle,LIB,18,4,22
Muskegon,"City of Norton Shores, Precinct 9",Secretary of State,,Christine C. Schwartz,UST,3,6,9
Muskegon,"City of Norton Shores, Precinct 9",Secretary of State,,"Larry James Hutchinson, Jr.",GRN,1,3,4
Muskegon,"City of Norton Shores, Precinct 9",Secretary of State,,Cast Votes,,854,884,1738
Muskegon,"City of Norton Shores, Precinct 9",Secretary of State,,Overvotes,,1,1,2
Muskegon,"City of Norton Shores, Precinct 9",Secretary of State,,Unresolved,,0,0,0
