county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"Egelston Township, Precinct 2",Straight Party,,Democratic,DEM,346,0,346
Muskegon,"Egelston Township, Precinct 2",Straight Party,,Republican,REP,427,0,427
Muskegon,"Egelston Township, Precinct 2",Straight Party,,Libertarian,LIB,9,0,9
Muskegon,"Egelston Township, Precinct 2",Straight Party,,U.S. Taxpayers,UST,2,0,2
Muskegon,"Egelston Township, Precinct 2",Straight Party,,Working Class,WC,8,0,8
Muskegon,"Egelston Township, Precinct 2",Straight Party,,Green,GRN,1,0,1
Muskegon,"Egelston Township, Precinct 2",Straight Party,,Natural Law,NLP,2,0,2
Muskegon,"Egelston Township, Precinct 2",Straight Party,,Cast Votes,,795,0,795
Muskegon,"Egelston Township, Precinct 2",Straight Party,,Overvotes,,1,0,1
Muskegon,"Egelston Township, Precinct 2",Straight Party,,Unresolved,,0,0,0
