county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"City of Norton Shores, Precinct 4",Attorney General,,Dana Nessel,DEM,240,219,459
Muskegon,"City of Norton Shores, Precinct 4",Attorney General,,Matthew DePerno,REP,263,71,334
Muskegon,"City of Norton Shores, Precinct 4",Attorney General,,"Joseph W. McHugh, Jr.",LIB,16,1,17
Muskegon,"City of Norton Shores, Precinct 4",Attorney General,,Gerald T. Van Sickle,UST,9,6,15
Muskegon,"City of Norton Shores, Precinct 4",Attorney General,,Cast Votes,,528,297,825
Muskegon,"City of Norton Shores, Precinct 4",Attorney General,,Overvotes,,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",Attorney General,,Unresolved,,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",U.S. House,3,,,,,
Muskegon,"City of Norton Shores, Precinct 4",U.S. House,3,Hillary Scholten,DEM,238,205,443
Muskegon,"City of Norton Shores, Precinct 4",U.S. House,3,John Gibbs,REP,247,70,317
Muskegon,"City of Norton Shores, Precinct 4",U.S. House,3,Jamie Lewis,LIB,17,9,26
Muskegon,"City of Norton Shores, Precinct 4",U.S. House,3,Louis Palus,WC,28,10,38
Muskegon,"City of Norton Shores, Precinct 4",U.S. House,3,Cast Votes,,530,294,824
Muskegon,"City of Norton Shores, Precinct 4",U.S. House,3,Overvotes,,1,0,1
Muskegon,"City of Norton Shores, Precinct 4",U.S. House,3,Unresolved,,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",State Senate,32,,,,,
Muskegon,"City of Norton Shores, Precinct 4",State Senate,32,Terry J. Sabo,DEM,227,208,435
Muskegon,"City of Norton Shores, Precinct 4",State Senate,32,Jon C. Bumstead,REP,300,86,386
Muskegon,"City of Norton Shores, Precinct 4",State Senate,32,Cast Votes,,527,294,821
Muskegon,"City of Norton Shores, Precinct 4",State Senate,32,Overvotes,,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",State Senate,32,Unresolved,,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",State House,87,,,,,
Muskegon,"City of Norton Shores, Precinct 4",State House,87,Will Snyder,DEM,197,156,353
Muskegon,"City of Norton Shores, Precinct 4",State House,87,Michael L. Haueisen,REP,198,49,247
Muskegon,"City of Norton Shores, Precinct 4",State House,87,Cast Votes,,395,205,600
Muskegon,"City of Norton Shores, Precinct 4",State House,87,Overvotes,,0,0,0
Muskegon,"City of Norton Shores, Precinct 4",State House,87,Unresolved,,0,0,0
