county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"City of Muskegon, Precinct 13",Attorney General,,Dana Nessel,DEM,274,290,564
Muskegon,"City of Muskegon, Precinct 13",Attorney General,,Matthew DePerno,REP,209,88,297
Muskegon,"City of Muskegon, Precinct 13",Attorney General,,"Joseph W. McHugh, Jr.",LIB,15,4,19
Muskegon,"City of Muskegon, Precinct 13",Attorney General,,Gerald T. Van Sickle,UST,3,4,7
Muskegon,"City of Muskegon, Precinct 13",Attorney General,,Cast Votes,,501,386,887
Muskegon,"City of Muskegon, Precinct 13",Attorney General,,Overvotes,,0,0,0
Muskegon,"City of Muskegon, Precinct 13",Attorney General,,Unresolved,,0,0,0
Muskegon,"City of Muskegon, Precinct 13",U.S. House,3,,,,,
Muskegon,"City of Muskegon, Precinct 13",U.S. House,3,Hillary Scholten,DEM,271,288,559
Muskegon,"City of Muskegon, Precinct 13",U.S. House,3,John Gibbs,REP,210,84,294
Muskegon,"City of Muskegon, Precinct 13",U.S. House,3,Jamie Lewis,LIB,17,10,27
Muskegon,"City of Muskegon, Precinct 13",U.S. House,3,Louis Palus,WC,8,9,17
Muskegon,"City of Muskegon, Precinct 13",U.S. House,3,Cast Votes,,506,391,897
Muskegon,"City of Muskegon, Precinct 13",U.S. House,3,Overvotes,,0,0,0
Muskegon,"City of Muskegon, Precinct 13",U.S. House,3,Unresolved,,0,0,0
Muskegon,"City of Muskegon, Precinct 13",State Senate,32,,,,,
Muskegon,"City of Muskegon, Precinct 13",State Senate,32,Terry J. Sabo,DEM,273,285,558
Muskegon,"City of Muskegon, Precinct 13",State Senate,32,Jon C. Bumstead,REP,232,101,333
Muskegon,"City of Muskegon, Precinct 13",State Senate,32,Cast Votes,,505,386,891
Muskegon,"City of Muskegon, Precinct 13",State Senate,32,Overvotes,,0,0,0
Muskegon,"City of Muskegon, Precinct 13",State Senate,32,Unresolved,,0,0,0
Muskegon,"City of Muskegon, Precinct 13",State House,87,,,,,
Muskegon,"City of Muskegon, Precinct 13",State House,87,Will Snyder,DEM,262,274,536
Muskegon,"City of Muskegon, Precinct 13",State House,87,Michael L. Haueisen,REP,230,100,330
Muskegon,"City of Muskegon, Precinct 13",State House,87,Cast Votes,,492,374,866
Muskegon,"City of Muskegon, Precinct 13",State House,87,Overvotes,,0,0,0
Muskegon,"City of Muskegon, Precinct 13",State House,87,Unresolved,,0,0,0
