county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"Dalton Township, Precinct 1",Attorney General,,Dana Nessel,DEM,202,310,512
Muskegon,"Dalton Township, Precinct 1",Attorney General,,Matthew DePerno,REP,480,196,676
Muskegon,"Dalton Township, Precinct 1",Attorney General,,"Joseph W. McHugh, Jr.",LIB,19,5,24
Muskegon,"Dalton Township, Precinct 1",Attorney General,,Gerald T. Van Sickle,UST,6,1,7
Muskegon,"Dalton Township, Precinct 1",Attorney General,,Cast Votes,,707,512,1219
Muskegon,"Dalton Township, Precinct 1",Attorney General,,Overvotes,,0,0,0
Muskegon,"Dalton Township, Precinct 1",Attorney General,,Unresolved,,0,0,0
Muskegon,"Dalton Township, Precinct 1",U.S. House,2,,,,,
Muskegon,"Dalton Township, Precinct 1",U.S. House,2,Jerry Hilliard,DEM,162,272,434
Muskegon,"Dalton Township, Precinct 1",U.S. House,2,John Moolenaar,REP,519,224,743
Muskegon,"Dalton Township, Precinct 1",U.S. House,2,Nathan Hewer,LIB,22,7,29
Muskegon,"Dalton Township, Precinct 1",U.S. House,2,Cast Votes,,703,503,1206
Muskegon,"Dalton Township, Precinct 1",U.S. House,2,Overvotes,,0,0,0
Muskegon,"Dalton Township, Precinct 1",U.S. House,2,Unresolved,,0,0,0
Muskegon,"Dalton Township, Precinct 1",State Senate,32,,,,,
Muskegon,"Dalton Township, Precinct 1",State Senate,32,Terry J. Sabo,DEM,184,288,472
Muskegon,"Dalton Township, Precinct 1",State Senate,32,Jon C. Bumstead,REP,529,223,752
Muskegon,"Dalton Township, Precinct 1",State Senate,32,Cast Votes,,713,511,1224
Muskegon,"Dalton Township, Precinct 1",State Senate,32,Overvotes,,0,0,0
Muskegon,"Dalton Township, Precinct 1",State Senate,32,Unresolved,,0,0,0
Muskegon,"Dalton Township, Precinct 1",State House,87,,,,,
Muskegon,"Dalton Township, Precinct 1",State House,87,Will Snyder,DEM,189,281,470
Muskegon,"Dalton Township, Precinct 1",State House,87,Michael L. Haueisen,REP,506,213,719
Muskegon,"Dalton Township, Precinct 1",State House,87,Cast Votes,,695,494,1189
Muskegon,"Dalton Township, Precinct 1",State House,87,Overvotes,,0,0,0
Muskegon,"Dalton Township, Precinct 1",State House,87,Unresolved,,0,0,0
