county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"Fruitport Charter Township, Precinct 5",Governor,,Gretchen Whitmer,DEM,210,333,543
Muskegon,"Fruitport Charter Township, Precinct 5",Governor,,Tudor M. Dixon,REP,510,244,754
Muskegon,"Fruitport Charter Township, Precinct 5",Governor,,Mary Buzuma,LIB,5,3,8
Muskegon,"Fruitport Charter Township, Precinct 5",Governor,,Donna Brandenburg,UST,10,2,12
Muskegon,"Fruitport Charter Township, Precinct 5",Governor,,Kevin Hogan,GRN,1,1,2
Muskegon,"Fruitport Charter Township, Precinct 5",Governor,,Daryl M. Simpson,NLP,0,1,1
Muskegon,"Fruitport Charter Township, Precinct 5",Governor,,Bob Scott (W),,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 5",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 5",Governor,,Ervin Joseph Lamie (W),,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 5",Governor,,Eugene Rosell Hunt Jr (W),,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 5",Governor,,Evan S Space (W),,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 5",Governor,,Joseph Irving (W),,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 5",Governor,,Joseph Michael Hunt (W),,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 5",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 5",Governor,,Justi Paul Blackburn (W),,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 5",Governor,,Michael David Kelly (W),,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 5",Governor,,Michael Ray Deck (W),,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 5",Governor,,Cast Votes,,736,584,1320
Muskegon,"Fruitport Charter Township, Precinct 5",Governor,,Overvotes,,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 5",Governor,,Unresolved,,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 5",Secretary of State,,,,,,
Muskegon,"Fruitport Charter Township, Precinct 5",Secretary of State,,Jocelyn Benson,DEM,235,354,589
Muskegon,"Fruitport Charter Township, Precinct 5",Secretary of State,,Kristina Elaine Karamo,REP,470,220,690
Muskegon,"Fruitport Charter Township, Precinct 5",Secretary of State,,Gregory Scott Stempfle,LIB,11,3,14
Muskegon,"Fruitport Charter Township, Precinct 5",Secretary of State,,Christine C. Schwartz,UST,8,2,10
Muskegon,"Fruitport Charter Township, Precinct 5",Secretary of State,,"Larry James Hutchinson, Jr.",GRN,1,0,1
Muskegon,"Fruitport Charter Township, Precinct 5",Secretary of State,,Cast Votes,,725,579,1304
Muskegon,"Fruitport Charter Township, Precinct 5",Secretary of State,,Overvotes,,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 5",Secretary of State,,Unresolved,,0,0,0
