county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"Fruitport Charter Township, Precinct 2",Straight Party,,Democratic,DEM,120,199,319
Muskegon,"Fruitport Charter Township, Precinct 2",Straight Party,,Republican,REP,228,99,327
Muskegon,"Fruitport Charter Township, Precinct 2",Straight Party,,Libertarian,LIB,3,0,3
Muskegon,"Fruitport Charter Township, Precinct 2",Straight Party,,U.S. Taxpayers,UST,0,1,1
Muskegon,"Fruitport Charter Township, Precinct 2",Straight Party,,Working Class,WC,5,1,6
Muskegon,"Fruitport Charter Township, Precinct 2",Straight Party,,Green,GRN,0,0,0
Muskegon,"Fruitport Charter Township, Precinct 2",Straight Party,,Natural Law,NLP,1,1,2
Muskegon,"Fruitport Charter Township, Precinct 2",Straight Party,,Cast Votes,,357,301,658
Muskegon,"Fruitport Charter Township, Precinct 2",Straight Party,,Overvotes,,2,0,2
Muskegon,"Fruitport Charter Township, Precinct 2",Straight Party,,Unresolved,,0,0,0
