county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"City of Muskegon Heights, Precinct 2",Straight Party,,Democratic,DEM,356,0,356
Muskegon,"City of Muskegon Heights, Precinct 2",Straight Party,,Republican,REP,11,0,11
Muskegon,"City of Muskegon Heights, Precinct 2",Straight Party,,Libertarian,LIB,2,0,2
Muskegon,"City of Muskegon Heights, Precinct 2",Straight Party,,U.S. Taxpayers,UST,3,0,3
Muskegon,"City of Muskegon Heights, Precinct 2",Straight Party,,Working Class,WC,0,0,0
Muskegon,"City of Muskegon Heights, Precinct 2",Straight Party,,Green,GRN,0,0,0
Muskegon,"City of Muskegon Heights, Precinct 2",Straight Party,,Natural Law,NLP,1,0,1
Muskegon,"City of Muskegon Heights, Precinct 2",Straight Party,,Cast Votes,,373,0,373
Muskegon,"City of Muskegon Heights, Precinct 2",Straight Party,,Overvotes,,1,0,1
Muskegon,"City of Muskegon Heights, Precinct 2",Straight Party,,Unresolved,,0,0,0
