county,precinct,office,district,candidate,party,election_day,absentee,total
Muskegon,"Egelston Township, Precinct 1",Attorney General,,Dana Nessel,DEM,620,0,620
Muskegon,"Egelston Township, Precinct 1",Attorney General,,Matthew DePerno,REP,662,0,662
Muskegon,"Egelston Township, Precinct 1",Attorney General,,"Joseph W. McHugh, Jr.",LIB,20,0,20
Muskegon,"Egelston Township, Precinct 1",Attorney General,,Gerald T. Van Sickle,UST,28,0,28
Muskegon,"Egelston Township, Precinct 1",Attorney General,,Cast Votes,,1330,0,1330
Muskegon,"Egelston Township, Precinct 1",Attorney General,,Overvotes,,0,0,0
Muskegon,"Egelston Township, Precinct 1",Attorney General,,Unresolved,,0,0,0
Muskegon,"Egelston Township, Precinct 1",U.S. House,2,,,,,
Muskegon,"Egelston Township, Precinct 1",U.S. House,2,Jerry Hilliard,DEM,568,0,568
Muskegon,"Egelston Township, Precinct 1",U.S. House,2,John Moolenaar,REP,717,0,717
Muskegon,"Egelston Township, Precinct 1",U.S. House,2,Nathan Hewer,LIB,25,0,25
Muskegon,"Egelston Township, Precinct 1",U.S. House,2,Cast Votes,,1310,0,1310
Muskegon,"Egelston Township, Precinct 1",U.S. House,2,Overvotes,,0,0,0
Muskegon,"Egelston Township, Precinct 1",U.S. House,2,Unresolved,,0,0,0
Muskegon,"Egelston Township, Precinct 1",State Senate,32,,,,,
Muskegon,"Egelston Township, Precinct 1",State Senate,32,Terry J. Sabo,DEM,591,0,591
Muskegon,"Egelston Township, Precinct 1",State Senate,32,Jon C. Bumstead,REP,748,0,748
Muskegon,"Egelston Township, Precinct 1",State Senate,32,Cast Votes,,1339,0,1339
Muskegon,"Egelston Township, Precinct 1",State Senate,32,Overvotes,,0,0,0
Muskegon,"Egelston Township, Precinct 1",State Senate,32,Unresolved,,0,0,0
Muskegon,"Egelston Township, Precinct 1",State House,89,,,,,
Muskegon,"Egelston Township, Precinct 1",State House,89,Sharon McConnon,DEM,564,0,564
Muskegon,"Egelston Township, Precinct 1",State House,89,Luke Meerman,REP,710,0,710
Muskegon,"Egelston Township, Precinct 1",State House,89,Cast Votes,,1274,0,1274
Muskegon,"Egelston Township, Precinct 1",State House,89,Overvotes,,0,0,0
Muskegon,"Egelston Township, Precinct 1",State House,89,Unresolved,,0,0,0
